non-USA|-|2019|Kavli Institute for Astronomy and Astrophysics, Peking University, Yiheyuan 5, Haidian Qu, 100871 Beijing, China|0|Herczeg, Gregory J.|Herczeg, Gregory
non-USA|-|2019|Kavli Institute for the Physics and Mathematics of the Universe (WPI), The University of Tokyo Institutes for Advanced Study, The University of Tokyo, 5-1-5 Kashiwanoha, Kashiwa, Chiba 277-8583, Japan|0|Suzuki, Nao|Suzuki, Nao
non-USA|-|2019|Key Laboratory for Research in Galaxies and Cosmology, Shanghai Astronomical Observatory, Chinese Academy of Sciences, 80 Nandan Road, Shanghai 200030, China; School of Astronomy and Space Sciences, University of Chinese Academy of Sciences, 19A Yuquan Road, Beijing 100049, China;|0|Shen, Juntai|Shen, Juntai
non-USA|-|2019|Key Laboratory of Optical Astronomy, National Astronomical Observatories, Chinese Academy of Science, Beijing 100012, People's Republic of China ;  University of Chinese Academy of Sciences, Beijing 100049, People's Republic of China|0|Yan, Huirong|Yan, H. L.
non-USA|-|2019|Key Laboratory of Optical Astronomy, National Astronomical Observatories, Chinese Academy of Sciences, Beijing 100012, China|0|Chen, Jennifer|Chen, J. -J.
non-USA|-|2019|King Fahd University of Petroleum and Minerals, Saudi Arabia|0|Farahat, Ashraf Mohamed Samir|Farahat, Ashraf
non-USA|-|2019|Korea Astronomy and Space Science Institute, 776 Daedeokdae-ro, Yuseong-gu, 305-348 Daejeon, Korea|0|Kim, Dong-Hoon|Kim, M. -J.
non-USA|-|2019|Laboratoire d'Astrophysique de Bordeaux, CNRS and Université de Bordeaux, Allée Geoffroy St. Hilaire, 33165, Pessac, France|0|Raymond, Sean Neylon|Raymond, Sean N.
non-USA|-|2019|Mandelstam Institute for Theoretical Physics, School of Physics, NITheP and CoE-MaSS, University of the Witwatersrand, Johannesburg, WITS, South Africa|0|Goldstein, Kevin|Goldstein, Kevin
non-USA|-|2019|Max-Planck-Institut für Radioastronomie, Auf dem Hügel 69, D-53121 Bonn, Germany|0|Lin, Yen-Ting|Lin, Y.
non-USA|-|2019|National Astronomical Observatories, Chinese Academy of Science, 20A Datun Road, Chaoyang District, Beijing 100012, People's Republic of China|0|Zhu, Wuming|Zhu, W. W.
non-USA|-|2019|National Astronomy Observatories, Chinese Academy of Science, Beijing, 100101, P.R. China|0|Wang, You-Ren|Wang, Y.
non-USA|-|2019|Nikhef, Science Park 105, 1098 XG Amsterdam, The Netherlands; Van Swinderen Institute for Particle Physics and Gravity, University of Groningen, Nijenborgh 4, 9747 AG Groningen, The Netherlands|0|Van Den Broeck, Chris|Van Den Broeck, C.
non-USA|-|2019|Physics Department, University of the Free State, Bloemfontein, South Africa; Astrophysical Sciences Division, Bhabha Atomic Research Centre, Mumbai, India|0|Singh, Karun Krishna|Singh, K. K.
non-USA|-|2019|RIKEN, Wako, Japan|0|Kaneko, Yuki|Kaneko, I.
non-USA|-|2019|Research Center for Cosmic Neutrinos, Institute for Cosmic Ray Research, University of Tokyo, Kashiwa, Chiba 277-8582, Japan|0|Wang, Ruili|Wang, R.
