non-USA|2015|Jet Propulsion Laboratory, California Institute of Technology, Retired|0|Regehr, Martin W.|Regehr, M.
USA|2019|Large Binocular Telescope Observatory, 933 N. Cherry Avenue, Tucson, AZ 85721, USA|1|Thompson, David John|Thompson, David
USA|2019|Kavli Institute for Cosmological Physics, University of Chicago, Chicago, IL 60637, USA|0|Zhang, Zili|Zhang, Z.
USA|2019|NRAO, Charlottesville, VA 22903-2475, USA|0|Balser, Dana Scott|Balser, Dana S.
non-USA|2019|Key Laboratory of Planetary Sciences, Purple Mountain Observatory, Chinese Academy of Sciences, Nanjing 210008, China; Instituto de Astrofísica de Canarias, Vía Láctea s/n, E-38205 La Laguna, Tenerife, Spain|0|Chen, Grace Hsiu-Ling|Chen, G.
USA|2019|Astronomy Department, University of Maryland, College Park, MD 20742-2421, USA|0|Olling, Robert Paul|Olling, R. P.
USA|2018|Space Telescope Science Institute, 3700 San Martin Dr., Baltimore, MD 21218, USA|0|Jain, Ashu|Jain, A.
non-USA|2018|Academia Sinica Institute of Astronomy and Astrophysics, No. 1 Section 4 Roosevelt Road, 11F of Astro-Math Building, Taipei 10617, Taiwan;|1|Simpson, James Charles|Simpson, James
USA|2019|Institute for Astronomy, University of Hawai`i at Mānoa, Honolulu, HI, 96822, USA|0|Williams, Jonathan Peter|Williams, J. P.
USA|2019|Physics Dept., New York University, 726 Broadway, New York, NY 10003, USA|0|Gruzinov, Andrei|Gruzinov, Andrei
USA|2019|Department of Physics and Astronomy, University of California at Irvine, 4129 Frederick Reines Hall, Irvine, CA 92697-4575, USA|0|Buote, David Augustin|Buote, David A.
non-USA|2019|Università di Pisa, I-56127 Pisa, Italy; INFN, Sezione di Pisa, I-56127 Pisa, Italy|0|Gonzalez, Gabriela Ines|Gonzalez Castro, J. M.
USA|2016|Department of Physics &amp; Astronomy, University of Louisville, Louisville, KY 40292, USA|0|Lauroesch, James Thomas|Lauroesch, J. T.
USA|2017|William B. Hanson Center for Space Sciences, Physics Department, University of Texas at Dallas, Richardson, TX, USA|0|Morgan, Windsor Anthony, Jr.|Morgan, W. A.
non-USA|2019|Las Campanas Observatory, Carnegie Institution of Washington, Colina el Pino, Casilla, 601, La Serena, Chile|0|Osip, David James|Osip, David
USA|2019|National Optical Astronomy Observatory, 950 N. Cherry Avenue, Tucson, AZ 85719, USA; LSST, 950 N. Cherry Avenue, Tucson, AZ 85719, USA|0|Blum, Robert David|Blum, Robert
USA|2017|Southwest Research Institute, Boulder, CO 80302, USA;|1|Canup, Robin Michelle|Canup, Robin M.
non-USA|2019|INAF - Osservatorio Astrofisico di Torino, Via Osservatorio 20, 10025, Pino Torinese (TO), Italy|0|Drimmel, Ronald Eugene|Drimmel, R.
USA|2017|Department of Physics and Astronomy, Brigham Young University, Provo, UT 84602, USA|1|Hintz, Eric George Bowman|Hintz, Eric
USA|2018|San Jose State University Department of Physics and Astronomy, One Washington Square, San Jose, CA 95192-0106, USA|0|Kaufman, Michael John|Kaufman, Michael J.
-|2015|-|4|Montgomery, Kent Alan|Montgomery, Kent
non-USA|2019|Physics Division, Lawrence Berkeley National Laboratory, Cyclotron Rd, Berkeley, CA 94720, U.S.A. ; Berkeley Center for Cosmological Physics and Department of Physics, University of California, Berkeley, CA 94720, U.S.A.;|0|Seljak, Uros|Seljak, Uros
non-USA|2014|e2v technologies, Chelmsford, UK|1|Turner, Paula Comisky|Turner, P.
non-USA|2018|Department of Physics and Astronomy, University of Calgary, 2500 University Drive NW, Calgary, AB T2N 1N4, Canada|0|Plume, Rene|Plume, R.
non-USA|2016|Department of Astrophysics/IMAPP, Radboud University Nijmegen, PO Box 9010, NL-6500 GL Nijmegen, the Netherlands|0|Roelofs, Greg|Roelofs, G. H. A.
USA|2019|Department of Physics, University of California, Davis, CA 95616, USA|0|Knox, Lloyd Edward|Knox, L.
non-USA|2018|Cornell Center for Astrophysics &amp; Planetary Science, Cornell University, United States|0|Loredo, Thomas Joseph|Loredo, T. J.
non-USA|2019|Xinjiang Astronomical Observatory, Chinese Academy of Sciences, Urumqi 830011, China|0|Ma, Lijun|Ma, L.
USA|2018|Steward Observatory, University of Arizona, 933 N. Cherry Ave, Tucson, AZ 85721-0065 USA|0|Close, Laird Miller|Close, Laird M.
USA|2015|National Radio Astronomy Observatory, P. O. Box 2, 155 Observatory Road, Green Bank, WV 24944, USA|0|Minter, Anthony Howard|Minter, A.
USA|2016|Gemini Observatory, Hilo, HI 96720, USA|0|Kleinman, Scot James|Kleinman, S. J.
USA|2015|Institute for Scientific Research, Boston College, Chestnut Hill, MA 02467, USA|0|Mizuno, Donald Robert|Mizuno, D. R.
USA|2019|Dept. of Physics, University of Wisconsin, River Falls, WI 54022, USA|0|Spiczak, Glenn Michael|Spiczak, G. M.
USA|2015|Department of Physics and Physical Science, Marshall University, Huntington, WV 25755, USA|0|Saken, Jon Mitchell|Saken, J. M.
USA|2019|Southwest Research Institute, Boulder, CO 80302, USA|0|Merline, William Jon|Merline, W. J.
USA|2019|Department of Physics, University of California, Davis, One Shields Ave., Davis, CA 95616, USA|0|Lubin, Lori Maxine|Lubin, Lori M.
USA|2019|NOAO, 950 North Cherry Avenue, Tucson, AZ 85719, USA|0|Ridgway, Susan Elizabeth|Ridgway, Susan
USA|2018|Physics Division, Oak Ridge National Laboratory, P.O. Box 2008, Oak Ridge, TN 37831-6354, USA ; Department of Physics and Astronomy, University of Tennessee, 401 Nielsen Physics Building, 1408 Circle Drive, Knoxville, TN 37996-1200, USA|0|Hix, William Raphael|Hix, W. R.
non-USA|2018|University of Liverpool; Max Planck Institute for Solar System Research|0|Holme, Richard Thomas|Holme, Richard
USA|2019|Arkansas Tech University, 1701 N. Boulder Ave. Russellville, AR 72801-2222, USA|0|Robertson, Jeff Wayne|Robertson, J.
non-USA|2019|Joint Institute for VLBI ERIC, Postbus 2, 7990 AA, Dwingeloo, The Netherlands|0|Campbell, Robert Moses|Campbell, R. M.
non-USA|2019|Korea Astronomy and Space Science Institute (KASI), Daejeon, Republic of Korea|0|Kim, Soon-Wook|Kim, Jeong-Sook
non-USA|2018|Max-Planck-Institut für Kernphysik, PO Box 103980, 69029, Heidelberg, Germany|1|Liu, Rongzhi|Liu, R.
non-USA|2018|Imperial College, London, UK|0|Richards, Austin Ames|Richards, A.
USA|2019|Department of Physics and Astronomy, University of California, Los Angeles, Los Angeles, CA 90095, USA|0|Sakai, Shoko|Sakai, S.
non-USA|2018|Institute of Space and Astronautical Science, Japan Aerospace Exploration Agency, Sagamihara, Japan|0|Nakamura, Mototaka|Nakamura, M.
USA|2017|NASA/GSFC, Observational Cosmology Laboratory, Code 665, USA|0|Rauscher, Bernard J.|Rauscher, Bernard J.
USA|2019|Southwest Research Institute, Boulder, CO, USA|0|Bottke, William Frederick, Jr.|Bottke, W. F.
USA|2019|Universiy of California, Davis, CA 95616, USA|0|Richter, Matthew Joseph|Richter, Matthew
USA|2018|National Optical Astronomy Observatory, Tucson, AZ 85719, USA|0|Stanghellini, Letizia|Stanghellini, Letizia
USA|2019|West Virginia University, Morgantown, WV 26506, USA|0|Williams, Douglas M.|McWilliams, S. T.
USA|2019|National Center for Atmospheric Research, P.O. Box 3000, Boulder, CO 80307-3000, USA|0|Gibson, Sarah Elizabeth|Gibson, S. E.
USA|2019|Lunar and Planetary Laboratory, University of Arizona, PO Box 210092, Tucson, AZ 85721-0092, USA|0|Howell, Ellen Susanna|Howell, E. S.
non-USA|2019|Department of Physics, Chiba University, Chiba, Japan|0|Kim, Myung-Hee Yoon|Kim, M.
USA|2019|Fermi National Accelerator Laboratory, PO Box 500, Batavia, IL 60510, USA|0|Lin, Huan|Lin, H.
non-USA|2018|ICRANet, Pescara, Italy; ICRA and University of Rome "Sapienza", Physics Department, Rome, Italy|0|Xue, Song|Xue, S. S.
USA|2019|NASA Ames Research Center, MS 245-6, Moffett Field, CA 94035, USA|0|Dotson, Jessie Louise|Dotson, Jessie
non-USA|2019|Departamento de Astronomia y Astrosifica, Pontificia Universidad Catolica, Chile|0|Clocchiatti, Alejandro|Clocchiatti, A.
USA|2018|Center for Detectors, Rochester Institute of Technology, 74 Lomb Memorial Drive, Rochester, NY, 14623, USA|0|Figer, Donald Frank|Figer, D. F.
USA|2016|U.S. Naval Observatory (USNO), 3450 Massachusetts Avenue NW, Washington, DC 20392, USA|0|Hennessy, Gregory Scott|Hennessy, G. S.
non-USA|2019|Tsinghua University, Beijing 100084, People’s Republic of China|0|Fan, Xiaoming|Fan, X.
USA|2019|Southwest Research Institute, 1050 Walnut Street, Boulder, CO, USA|0|DeForest, Craig Edward|DeForest, Craig E.
non-USA|2019|University of Birmingham, Birmingham B15 2TT, UK|0|Jones, Roy Samuel, Jr.|Jones, A. W.
non-USA|2019|Yunnan Observatories, Chinese Academy of Sciences, Kunming 650216, People’s Republic of China ; Key Laboratory of Geospace Environment, Chinese Academy of Sciences, University of Science &amp; Technology of China, Hefei 230026, People’s Republic of China ; Department of Physics and Astronomy, King Saud University, PO Box 2455, Riyadh 11451, Saudi Arabia ; Radio Cosmology Lab, Department of Physics, Faculty of Science, University of Malaya, 50603 Kuala Lumpur, Malaysia ; Institute of Space Physics, Luoyang Normal University, Luoyang, People’s Republic of China|0|Liu, Yue-Zhen|Liu, Y.
non-USA|2019|National Astronomical Observatories, Chinese Academy of Sciences, A20 Datun Road, Chaoyang District, Beijing 100101, China; CAS Key Laboratory of FAST, NAOC, Chinese Academy of Sciences|0|Xu, Jun|Xu, J.
USA|2019|NASA - Marshall Space Flight Center, Huntsville, USA|0|Young, Robert Andrew|Young, R.
non-USA|2018|Tsinghua Center for Astrophysics, Tsinghua University, Beijing 100084, People's Republic of China|1|Chen, Jim Xiong|Chen, J.
non-USA|2019|Key Laboratory of Crustal Dynamics, Institute of Crustal Dynamics, China Earthquake Administration, Beijing 100085, China|0|Wang, Jian M.|Wang, Jian
non-USA|2019|Laboratory of Seismology and Physics of Earth's Interior, School of Earth and Space Sciences, University of Science and Technology of China, Hefei, Anhui China; National Geophysics Observatory at Mengcheng, Mengcheng, Anhui China|0|Yang, Hui|Yang, H. -Y.
USA|2019|Department of Physics and Kavli Institute for Cosmological Physics, The University of Chicago, Chicago, IL, USA|0|Smith, Denise Anne|Smith, D.
USA|2019|Harvard-Smithsonian Center for Astrophysics, 60 Garden Street, Cambridge, MA 02138, USA|0|Kraft, Ralph Porter|Kraft, R. P.
non-USA|2019|Department of Physics, Sungkyunkwan University (SKKU), Suwon 16419, Republic of Korea|0|Lee, Jauh-Tzuoh|Lee, J.
USA|2019|Louisiana State University, Baton Rouge, LA 70803, USA; LIGO Livingston Observatory, Livingston, LA 70754, USA|0|Giaime, Joseph Anthony|Giaime, J. A.
USA|2019|National Radio Astronomy Observatory, Charlottesville, VA, 22903, USA|0|Hibbard, John Eugene|Hibbard, J.
non-USA|2019|South African Radio Astronomy Observatory, Observatory, South Africa|0|Camilo, Fernando|Camilo, Fernando
USA|2019|Department of Astronomy, University of California Berkeley, Berkeley, CA 94720, USA|0|DeBoer, David Robert|DeBoer, D.
USA|2019|New Mexico Institute of Mining and Technology, Physics Department, 801 Leroy Place, Socorro, NM 87801, USA ;|0|Hofner, Peter Alois|Hofner, P.
USA|2018|Material Science Division, Argonne National Laboratory, Argonne, IL, USA|0|Pearson, John Christoffersen|Pearson, J.
USA|2019|Space Science Division, Naval Research Laboratory, Washington, DC 20375-5352, USA|0|Ray, Paul Shelton|Ray, Paul. S.
USA|2019|Institute for Astronomy, University of Hawaii, 2680 Woodlawn Drive, Honolulu, HI 96822, USA|0|Szapudi, Istvan|Szapudi, Istvan
non-USA|2019|Shanghai Astronomical Observatory, Chinese Academy of Sciences, 200030 Shanghai, People’s Republic of China ; Key Laboratory of Radio Astronomy, Chinese Academy of Sciences, People’s Republic of China|0|Wu, Yissu|Wu, Y. J.
USA|2019|LSST Project Office, 950 N. Cherry Avenue, Tucson, AZ 85719, USA|0|Claver, Charles Frederick|Claver, Charles F.
non-USA|2019|South-Western Institute for Astronomy Research, Yunnan University, Kunming 650500, People’s Republic of China ; Department of Astronomy, School of Physics, Peking University, Beijing 100871, People’s Republic of China|0|Fan, Zuhui|Fan, Zuhui
non-USA|2018|School of Space Research, Kyung Hee University, Yongin, South Korea|0|Choe, Gwang-Son|Choe, G. S.
USA|2019|Center for Exoplanets and Habitable Worlds, 525 Davey Laboratory, The Pennsylvania State University, University Park, PA 16802, USA; Copernicus Astronomical Center, Polish Academy of Sciences, Bartycka 18, 00-716 Warsaw, Poland|0|Guo, Zhiyu|Guo, Z.
non-USA|2019|Key Laboratory of Crustal Dynamics, Institute of Crustal Dynamics, China Earthquake Administration, Beijing 100085, China|0|Wang, Jian|Wang, Jian
USA|2018|IPAC, Caltech, 1200 E. California Blvd, Pasadena, CA 91125, USA|0|Morris, Patrick William|Morris, P. W.
USA|2019|Kavli Institute for Particle Astrophysics and Cosmology, SLAC National Accelerator Laboratory, Stanford University, Stanford, CA 94025, USA|0|Marshall, Stuart Lee|Marshall, Stuart
USA|2019|Department of Physics and Astronomy, George Mason University, MS3F3, 4400 University Drive, Fairfax, VA 22030, USA|0|Satyapal, Shobita|Satyapal, Shobita
non-USA|2019|Kavli Institute for Astronomy &amp; Astrophysics, Peking University, 5 Yiheyuan Road, Beijing, 100871, PR China|0|Peng, Yuan|Peng, Y.
USA|2019|SETI Institute, 189 North Bernardo Avenue, Suite 200, Mountain View, CA 94043, USA|0|Rho, Jeonghee|Rho, Jeonghee
non-USA|2018|Astrophysics Group, Imperial College London, Blackett Laboratory, Prince Consort Road, London SW7 2AZ, UK|0|Clements, David Peregrine|Clements, David
USA|2018|Department of Mechanical Engineering, Clemson University, Clemson, SC USA|0|Miller, Richard Scott|Miller, Richard
non-USA|2019|Leinweber Center for Theoretical Physics, University of Michigan, Ann Arbor, MI, U.S.A.|0|Wells, James Daniel|Wells, James D.
USA|2019|JILA &amp; Department of Astrophysical and Planetary Sciences, University of Colorado, Boulder, CO 80309-0440, USA|0|Hindman, Bradley Wade|Hindman, Bradley W.
non-USA|2019|Korea Institute of Science and Technology Information, Daejeon 34141, Republic of Korea|0|Kang, Gungwon|Kang, G.
non-USA|2019|School of Science, Tianjin University of Technology, ianjin, China|0|Li, Hui|Li, Hui
USA|2018|California Institute of Technology, Pasadena, CA, USA|0|Cohen, Christina Mae S.|Cohen, C. M. S.
non-USA|2018|Instituto de Astrofísica e Ciências do Espaço, Universidade de Lisboa, Faculdade de Ciências, Campo Grande, PT1749-016 Lisboa, Portugal ; Departamento de Física, Faculdade de Ciências, Universidade de Lisboa, Faculdade de Ciências, Campo Grande, PT1749-016 Lisboa, Portugal|0|da Silva, Adriana Valio Roque|da Silva, A.
non-USA|2019|Lowell Observatory, Flagstaff, AZ, United States|0|Grundy, William Macintyre|Grundy, William M.
USA|2015|Astronomy Department, California Institute of Technology, MC 249-17, Pasadena, CA 91125, USA|0|Shopbell, Patrick Lynn|Shopbell, P.
non-USA|2017|Department of Physics and Astronomy, University of California, Los Angeles, CA, U.S.A.|0|Kraus, Per Jonathan|Kraus, Per
USA|2019|Department of Physics, University of Miami, 1320 Campo Sano Drive, Coral Gables, FL 33146, USA|0|Gundersen, Joshua Ott|Gundersen, Joshua O.
non-USA|2018|Centre for Exoplanet Science, University of St Andrews, North Haugh, St Andrews, Fife, KY16 9SS, UK; School of Physics and Astronomy, University of St Andrews, North Haugh, St Andrews, Fife, KY16 9SS, UK; Atmospheric, Oceanic &amp; Planetary Physics, Department of Physics, University of Oxford, Oxford OX1 3PU, UK|0|Lee, Geunho|Lee, G. K. H.
non-USA|2019|Physics Department, University of Richmond, Richmond, VA 23173, U.S.A.|0|Bunn, Emory Freeman|Bunn, Emory F.
USA|2019|Lawrence Berkeley National Laboratory, 1 Cyclotron Road, Berkeley, CA 94720, USA|0|Schlegel, David James|Schlegel, David J.
non-USA|2018|Bhabha Atomic Research Centre, Mumbai, India|0|Mohanty, Gora|Mohanty, A. K.
USA|2016|University of Wisconsin-Milwaukee, Milwaukee, Wisconsin 53201, USA|0|Koranda, Scott Francis|Koranda, S.
non-USA|2019|Canadian Institute for Theoretical Astrophysics, University of Toronto, 60 St George St, Toronto, ON M5S 3H8, Canada; Dunlap Institute for Astronomy and Astrophysics, University of Toronto, Toronto, ON M5S 3H4, Canada; Canadian Institute for Advanced Research, CIFAR Program in Cosmology and Gravitation, Toronto, Ontario, M5G 1Z8, Canada; Perimeter Institute for Theoretical Physics, Waterloo, ON, N2L 2Y5, Canada|0|Pen, Ue-Li.|Pen, Ue-Li
USA|2019|Department of Astronomy, University of Washington, Box 351580, Seattle, WA 98195, USA|0|Dalcanton, Julianne|Dalcanton, Julianne J.
USA|2019|X-Ray Astrophysics Laboratory, NASA Goddard Space Flight Center, Greenbelt, MD 20771, USA|0|Frei, Zsolt|Freire, P.
USA|2019|Kavli Institute for Cosmological Physics, Department of Astronomy &amp; Astrophysics, Enrico Fermi Institute, The University of Chicago, Chicago, Illinois 60637, USA|0|Hu, Wayne T.|Hu, Wayne
USA|2018|NorthWest Research Associates, Boulder Office, 3380 Mitchell Ln., Boulder, CO, 80301, USA|0|Leka, Kimberly Dawn|Leka, K. D.
USA|2019|Fermi National Accelerator Laboratory, PO Box 500, Batavia, IL 60510, USA|0|Zhang, Yun Fei|Zhang, Y.
non-USA|2017|TRIUMF, Vancouver, British Columbia V6T2A3, Canada|1|Miller, Donald Thomas|Miller, D.
non-USA|2019|Department of Physics, University of Lucknow, 226 007, India|0|Singh, Anupam|Singh, A. K.
USA|2018|Department of Physics and Astronomy, University of Kentucky, Lexington, KY 40506, USA|0|Wilhelm, Ronald Joseph|Wilhelm, Ronald
non-USA|2017|Jet Propulsion Laboratory, California Institute of Technology, 4800 Oak Grove Drive, Pasadena, CA, 91109, United States; &gt;Present address: Minor Planet Center, Harvard-Smithsonian Center for Astrophysics, 60 Garden Street, Cambridge, MA 02138, United States|0|Chamberlin, Alan Bieler|Chamberlin, Alan B.
non-USA|2019|Department of Physics, University of Toronto, 60 St. George Street, Toronto, ON M5S 1A7, Canada ; Department of Astronomy &amp; Astrophysics, University of Toronto, 50 St. George Street, Toronto, ON M5S 3H4, Canada|0|Netterfield, Calvin Barth|Netterfield, Calvin B.
non-USA|2019|Korea Astronomy and Space Science Institute, 776 Daedeokdae-ro, Yuseong-gu, Daejeon 34055, Republic of Korea|0|Choi, Minho|Choi, Minho
non-USA|2019|School of Astronomy and Space Science, Key Laboratory of Modern Astronomy and Astrophysics (Ministry of Education), Nanjing University,163 Xianlin Avenue, 210023 Nanjing, People’s Republic of China|0|Ding, Cheng|Ding, C. -Y.
non-USA|2019|State Key Laboratory of Space Weather, National Space Science Center, Chinese Academy of Sciences, Beijing, China|0|Guo, Xinjian|Guo, X. C.
non-USA|2015|Department of Physics and Astronomy, Aarhus University, 8000 Aarhus C, Denmark|0|Howard, Armando Mcneil|Howard, A. M.
USA|2015|Astronomy Department, Wesleyan University, Middletown, CT 06459, USA|0|Moran, Edward Charles|Moran, Edward C.
non-USA|2019|Department of Physics and Astronomy, Sejong University, Seoul 05006, Korea|0|Lee, Hee-Won|Lee, Hee-Won
non-USA|2019|Department of Astronomy, Faculty of Physical and Mathematical Sciences, Universidad de Chile, Casilla 36-D, Santiago, Chile|0|Mendez, Rene Alejandro|Mendez, Rene A.
non-USA|2019|Instituto de Física de São Carlos, Universidade de São Paulo, Av. Trabalhador São-carlense, 400 - CEP 13566-590, São Carlos, SP, Brazil|0|Martinez, Melaquias Eugene|Martinez-Huerta, H.
non-USA|2019|Kavli Institute for Astronomy and Astrophysics, Peking University, Beijing 100871, People’s Republic of China ; Department of Astronomy, School of Physics, Peking University, Beijing 100871, People’s Republic of China|0|Ho, Luis Chi|Ho, Luis C.
non-USA|2019|Department of Physics, Grad. Inst. of Astrophys., Leung Center for Cosmology and Particle Astrophys., National Taiwan Univ., Taipei, Taiwan|1|Chen, Chuxin|Chen, P.
non-USA|2018|Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, People's Republic of China|0|Tao, Louis|Tao, L.
non-USA|2019|State Key Laboratory of Robotics and System, Harbin Institute of Technology, No.92, Xidazhi St., Nangang Dist, Harbin, 150001, PR China|0|Tian, Ye.|Tian, Ye
USA|2016|New Mexico Consortium, Los Alamos, NM 87544, USA|0|Murillo, Michael Sean|Murillo, M. S.
USA|2018|University of California, Riverside, Riverside, USA|0|Hanson, Margaret Murray|Hanson, G.
USA|2019|Center for Interdisciplinary Exploration &amp; Research in Astrophysics (CIERA), Northwestern University, Evanston, IL 60208, USA|0|Kim, Jaewan|Kimball, C.
USA|2017|Steward Observatory, University of Arizona, 933 N. Cherry Avenue, Tucson, AZ 85721, USA|0|Morrison, Jane E.|Morrison, Jane E.
USA|2019|Department of Physics, Florida International University, CP 204, 11200 SW 8th Street, Miami, FL 33199, USA|0|Simpson, Caroline Elizabeth|Simpson, Caroline E.
USA|2019|Institute for Physical Science and Technology, University of Maryland, College Park, MD 20742, USA|0|Wu, Jui-Pin|Wu, J.
USA|2018|Laboratory for Atmospheric and Space Physics, University of Colorado, Boulder, CO, USA|0|Snow, Martin Anthony|Snow, Martin
USA|2017|Department of Astronomy, University of Virginia, Charlottesville, VA 22904, USA|0|Patterson, Richard Joseph|Patterson, R. J.
non-USA|2019|NRC Herzberg Astronomy and Astrophysics, 5071 West Saanich Rd, Victoria, BC V9E 2E7, Canada; Department of Physics and Astronomy, University of Victoria, Victoria, BC V8W 2Y2, Canada|0|Johnstone, Douglas Ian|Johnstone, D.
USA|2018|Los Alamos National Laboratory, NM 87545, USA|0|Kippen, Richard Marc|Kippen, R. M.
non-USA|2015|School for Theoretical Physics, School of Physics and Electronics, Hunan University, Changsha 410082, P. R. China|1|Qin, Letao|Qin, L.
non-USA|2018|Instituto de Física y Astronomía, Universidad de Valparaíso, Avda. Gran Bretaña 1111, Valparaíso, Chile|0|Vogt, Nicole Paula|Vogt, N.
non-USA|2019|Department of Physics, National Taiwan Normal University, Taipei 116, Taiwan, Republic of China|0|Xu, Wenge|Xu, W. -R.
USA|2019|Columbia Astrophysics Laboratory, Columbia University, 550 West 120th Street, New York, NY, 10027, USA|0|Arzoumanian, Zaven|Arzoumanian, Z.
non-USA|2019|Department of Physics, University of Crete, GR-71003 Heraklion, Greece; Institute of Astrophysics, Foundation for Research and Technology-Hellas, GR-71110 Heraklion, Greece|0|Charmandaris, Vassilios|Charmandaris, V.
non-USA|2019|Harbin Institute of Technology, Harbin, China|0|Wang, Xunxie|Wang, X. G.
USA|2019|Steward Observatory, University of Arizona, 933 North Cherry Avenue, Tucson, AZ 85721, USA|0|Egami, Eiichi|Egami, Eiichi
USA|2017|Braeside Observatory, Flagstaff, AZ 86002, USA|0|Fried, Richard Marc|Fried, R.
USA|2019|School of Physics and Astronomy, University of Minnesota, 116 Church Street, Minneapolis, MN 55455, USA|0|Williams, Liliya L. R.|Williams, Liliya L. R.
non-USA|2019|Max Planck Institute for Extraterrestrial Physics, Giessenbachstrasse, D-85748 Garching, Germany; Faculty of Physics, Ludwig-Maximilians-Universität, Scheinerstr 1, D-81679 Munich, Germany; Excellence Cluster Universe, Boltzmannstr 2, D-85748 Garching, Germany|0|Mohr, Joseph John|Mohr, J. J.
USA|2019|Department of Physics and Astronomy, University of Rochester, Rochester, NY 14627, USA|0|Blackman, Eric Glen|Blackman, Eric G.
USA|2019|Department of Physics, Brown University, Box 1843, Providence, RI 02912, USA|0|Dell'Antonio, Ian Pietro|Dell'Antonio, Ian
USA|2015|Department of Physics and Astronomy, California State University, Sacramento, 6000 J Street, Sacramento, CA, 95819-6041, USA|2|Taylor, Christopher Lee|Taylor, Christopher L.
non-USA|2018|Institute of Applied Physics and Computational Mathematics, Beijing 100088, People's Republic of China|0|Yan, Jingsheng|Yan, J.
USA|2018|SETI Institute, 189 Bernardo Avenue, Mountain View, CA 94043, USA|0|Cotera, Angela Stephanie|Cotera, Angela S.
