2006	(86, 'Li, Yang', 'University of Minnesota, Minnesota, USA', 2006, 'male', 19, 72, 2017, 56, 216, 2017, 3, 2, 3, 2, 6, 3, 7, 9, 4, 6, 11, 7, 4, 11, 6, 3, 11, 8, 6, 12, 9, 10, 14, 17, 14, 10, 29, 27, 25, 34, 21, 14, 0)	91
2006	(151, 'Liu, Yong', 'University of New Hampshire', 2006, 'male', 29, 66, 2017, 74, 261, 2017, 8, 3, 4, 2, 4, 8, 6, 12, 8, 5, 6, 9, 3, 7, 5, 4, 12, 10, 8, 8, 15, 21, 13, 34, 26, 15, 13, 38, 30, 40, 23, 24, 0)	95
2006	(227, 'Zhang, Jun', 'Columbia University', 2006, 'male', 30, 76, 2017, 128, 417, 2017, 6, 2, 5, 4, 6, 7, 8, 9, 8, 11, 9, 5, 5, 5, 11, 1, 24, 7, 28, 12, 30, 27, 26, 51, 48, 30, 35, 29, 34, 42, 64, 41, 0)	106
2006	(266, 'Chen, Chenglin', 'University of Miami', 2006, 'male', 19, 47, 2017, 62, 231, 2017, 1, 3, 4, 3, 5, 3, 3, 5, 3, 6, 7, 4, 5, 4, 1, 8, 3, 6, 8, 14, 16, 15, 12, 21, 23, 22, 23, 29, 18, 17, 21, 31, 0)	66
2007	(27, 'Liu, Wei', 'Princeton University', 2007, 'male', 24, 60, 2017, 73, 160, 2017, 1, 0, 1, 3, 13, 6, 9, 11, 6, 9, 5, 5, 5, 5, 3, 10, 16, 4, 10, 21, 12, 16, 19, 14, 17, 18, 19, 17, 14, 19, 0)	84
2007	(47, 'Wang, Junfeng', 'The Pennsylvania State University', 2007, 'male', 33, 86, 2017, 143, 387, 2017, 3, 5, 8, 7, 5, 5, 6, 9, 9, 17, 10, 4, 10, 9, 9, 17, 29, 18, 30, 22, 27, 22, 39, 43, 53, 38, 34, 38, 51, 43, 0)	119
2007	(49, 'Abdo, Aws Ahmad', 'Michigan State University', 2007, 'male', 4, 106, 2015, 4, 126, 2015, 0, 0, 0, 0, 0, 4, 5, 34, 45, 12, 5, 1, 2, 2, 0, 0, 0, 0, 0, 0, 4, 6, 38, 49, 20, 6, 2, 3, 2, 0, 0)	110
2007	(278, 'Abbasi, Rasha Usama', 'The University of Utah', 2007, 'female', 12, 63, 2017, 15, 89, 2017, 0, 0, 4, 4, 2, 2, 5, 8, 13, 13, 10, 4, 3, 4, 1, 1, 0, 5, 4, 3, 2, 6, 9, 14, 15, 10, 17, 10, 5, 1, 0)	75
2008	(280, 'Wang, Sheng', 'Columbia University', 2008, 'male', 24, 34, 2017, 66, 142, 2017, 6, 2, 4, 3, 3, 6, 3, 4, 4, 4, 2, 6, 5, 5, 15, 6, 12, 12, 7, 14, 10, 23, 16, 20, 11, 22, 17, 19, 0)	58
2008	(282, 'Yang, Yujin', 'The University of Arizona', 2008, 'female', 19, 45, 2016, 52, 136, 2017, 3, 3, 2, 3, 3, 5, 10, 10, 6, 6, 5, 5, 1, 2, 4, 8, 8, 9, 10, 13, 20, 23, 19, 16, 11, 11, 16, 10, 0)	64
2008	(325, 'Chen, Chuan', 'University of California, Irvine', 2008, 'male', 23, 53, 2017, 87, 213, 2017, 4, 3, 5, 2, 3, 6, 8, 9, 7, 5, 5, 5, 3, 10, 9, 14, 16, 14, 12, 22, 28, 25, 24, 30, 18, 18, 23, 33, 0)	76
2008	(332, 'Wang, Jue', 'The Ohio State University', 2008, 'female', 35, 63, 2017, 146, 326, 2017, 5, 7, 7, 5, 4, 7, 6, 5, 13, 9, 4, 8, 8, 7, 29, 17, 30, 22, 24, 24, 35, 37, 44, 33, 31, 35, 48, 38, 0)	98
2008	(335, 'Wang, Shiya', 'University of Illinois at Urbana-Champaign', 2008, 'female', 22, 31, 2017, 63, 137, 2017, 6, 1, 3, 3, 2, 7, 2, 3, 4, 3, 2, 6, 5, 5, 15, 5, 11, 12, 6, 14, 9, 22, 14, 18, 13, 22, 16, 19, 0)	53
2008	(364, 'Hopkins, Philip Fajardo', 'Harvard University', 2008, 'male', 24, 56, 2017, 42, 169, 2017, 0, 1, 5, 7, 5, 6, 10, 11, 3, 8, 11, 4, 1, 6, 0, 1, 5, 14, 10, 12, 14, 16, 8, 10, 16, 17, 15, 47, 0)	80
2008	(368, 'Zhang, Hui', 'Boston University', 2008, 'female', 36, 33, 2017, 163, 255, 2017, 6, 2, 4, 6, 7, 11, 5, 7, 2, 4, 6, 4, 2, 2, 30, 11, 35, 22, 29, 36, 27, 23, 27, 30, 33, 31, 36, 35, 0)	69
2009	(45, 'Chen, Bin', 'The University of Oklahoma', 2009, 'male', 18, 46, 2017, 36, 91, 2017, 1, 3, 0, 5, 5, 4, 5, 7, 6, 11, 6, 7, 2, 2, 4, 3, 9, 10, 8, 11, 12, 12, 15, 10, 18, 7, 0)	64
2009	(233, 'Li, Zhiyuan', 'University of Massachusetts Amherst', 2009, 'male', 26, 26, 2016, 67, 104, 2017, 3, 3, 4, 8, 4, 4, 6, 5, 3, 4, 5, 2, 1, 8, 12, 8, 16, 12, 11, 16, 11, 13, 14, 19, 14, 12, 0)	52
2009	(254, 'Chen, Xi', 'University of California, Los Angeles', 2009, 'None', 19, 30, 2017, 48, 200, 2017, 1, 1, 5, 3, 3, 6, 3, 6, 3, 5, 2, 3, 3, 4, 5, 11, 7, 6, 15, 8, 17, 13, 27, 57, 37, 26, 0)	49
2009	(340, 'Wang, Yun', 'University of Florida', 2009, 'male', 58, 77, 2017, 224, 285, 2017, 10, 8, 12, 9, 8, 11, 10, 11, 12, 11, 11, 10, 11, 27, 47, 44, 23, 42, 41, 30, 36, 31, 32, 33, 38, 66, 0)	135
2010	(108, 'Liu, Xin', 'Princeton University', 2010, 'male', 24, 25, 2017, 66, 110, 2017, 2, 4, 2, 4, 5, 7, 4, 4, 8, 3, 4, 1, 13, 6, 10, 13, 11, 13, 15, 19, 26, 13, 15, 12, 0)	49
2010	(273, 'Li, Yun', 'University of Massachusetts Amherst', 2010, 'male', 30, 52, 2017, 65, 169, 2017, 6, 2, 7, 8, 2, 5, 11, 6, 5, 13, 7, 6, 11, 9, 11, 14, 12, 8, 27, 26, 26, 38, 24, 16, 0)	82
2011	(26, 'Zhang, Binbin', 'University of Nevada, Las Vegas', 2011, 'male', 14, 35, 2018, 116, 100, 2018, 2, 2, 3, 2, 1, 4, 6, 7, 3, 6, 5, 38, 19, 12, 17, 14, 16, 18, 11, 15, 17, 21, 0)	49
2011	(49, 'Zhao, Liang', 'University of Michigan', 2011, 'male', 11, 21, 2018, 29, 49, 2018, 1, 3, 1, 3, 0, 3, 0, 6, 3, 5, 1, 3, 5, 7, 6, 3, 5, 4, 11, 8, 8, 4, 0)	32
2011	(52, 'Chen, Lunjin', 'University of California, Los Angeles', 2011, 'male', 15, 24, 2018, 53, 123, 2018, 3, 1, 4, 2, 2, 3, 8, 3, 3, 3, 4, 11, 5, 9, 8, 6, 14, 13, 19, 21, 18, 26, 0)	39
2011	(207, 'Wang, Qian', 'Iowa State University', 2011, 'female', 14, 16, 2018, 85, 88, 2018, 3, 0, 1, 2, 4, 4, 5, 3, 4, 0, 3, 15, 9, 13, 15, 15, 18, 15, 14, 15, 14, 14, 0)	30
2011	(341, 'Bovy, Jo', 'New York University', 2011, 'male', 10, 20, 2018, 16, 75, 2018, 0, 0, 1, 4, 3, 2, 6, 2, 2, 2, 5, 0, 0, 1, 5, 4, 6, 12, 12, 9, 15, 13, 0)	30
2011	(347, 'Wu, Jian', 'The Pennsylvania State University', 2011, 'male', 20, 14, 2018, 127, 110, 2018, 2, 3, 3, 1, 4, 7, 6, 1, 0, 0, 1, 17, 12, 43, 15, 16, 24, 13, 18, 12, 14, 17, 0)	34
2012	(5, 'Donnelly, William', 'University of Maryland, College Park', 2012, 'male', 7, 12, 2018, 7, 14, 2018, 0, 1, 0, 2, 1, 3, 1, 1, 1, 5, 0, 1, 0, 2, 1, 3, 2, 1, 2, 5, 0)	19
2012	(45, 'Johannsen, Tim', 'The University of Arizona', 2012, 'male', 11, 10, 2016, 13, 14, 2016, 0, 0, 2, 2, 3, 4, 5, 1, 0, 4, 0, 0, 2, 2, 3, 6, 5, 2, 0, 7, 0)	21
2012	(59, 'Batygin, Konstantin', 'California Institute of Technology', 2012, 'male', 13, 16, 2018, 15, 44, 2018, 0, 1, 2, 2, 5, 3, 5, 1, 5, 3, 0, 1, 2, 3, 5, 4, 7, 9, 9, 11, 0)	29
2012	(120, 'Huang, Yanshi', 'The University of Texas at Arlington', 2012, 'None', 10, 16, 2018, 44, 72, 2018, 2, 2, 1, 0, 2, 3, 0, 5, 3, 3, 4, 8, 5, 2, 9, 16, 6, 15, 16, 14, 0)	26
2012	(342, 'Bai, Xue-Ning', 'Princeton University', 2012, 'None', 11, 13, 2017, 69, 110, 2018, 0, 0, 1, 5, 4, 1, 3, 4, 2, 2, 4, 6, 8, 18, 19, 14, 26, 18, 20, 22, 0)	24
2012	(350, 'Fumagalli, Michele', 'University of California, Santa Cruz', 2012, 'male', 10, 9, 2017, 23, 59, 2018, 0, 1, 1, 2, 3, 3, 1, 3, 1, 2, 0, 2, 1, 3, 9, 8, 10, 14, 13, 11, 0)	19
2013	(169, 'Zhang, Xi', 'California Institute of Technology', 2013, 'None', 39, 32, 2018, 179, 133, 2018, 5, 6, 6, 6, 5, 11, 7, 6, 9, 30, 26, 24, 27, 38, 34, 34, 36, 30, 0)	71
2013	(170, 'Zhang, He', 'Michigan State University', 2013, 'male', 29, 8, 2017, 152, 97, 2018, 8, 5, 4, 2, 4, 6, 2, 2, 2, 30, 27, 17, 24, 29, 25, 22, 30, 21, 0)	37
2013	(234, 'Park, Jaehong', 'University of Rochester', 2013, 'male', 20, 13, 2018, 49, 48, 2018, 7, 1, 3, 1, 5, 3, 5, 3, 3, 21, 2, 7, 7, 8, 4, 10, 14, 11, 0)	33
2013	(261, 'Zhang, Xi', 'California Institute of Technology', 2013, 'None', 39, 32, 2018, 179, 133, 2018, 5, 6, 6, 6, 5, 11, 7, 6, 9, 30, 26, 24, 27, 38, 34, 34, 36, 30, 0)	71
2014	(32, 'Li, Jason G.', 'Princeton University', 2014, 'male', 23, 6, 2018, 101, 75, 2018, 3, 3, 2, 4, 6, 5, 2, 1, 13, 14, 18, 25, 16, 15, 26, 26, 0)	29
2014	(85, 'Xu, Jin', 'University of California, Irvine', 2014, 'male', 18, 7, 2018, 53, 22, 2018, 1, 1, 4, 3, 3, 6, 2, 2, 9, 8, 11, 8, 7, 10, 7, 5, 0)	25
2014	(90, 'Liu, Nan', 'The University of Chicago', 2014, 'female', 10, 9, 2018, 25, 15, 2018, 1, 0, 1, 2, 1, 5, 2, 2, 1, 0, 1, 6, 7, 10, 5, 3, 0)	19
2014	(135, 'Zhang, Fan', 'California Institute of Technology', 2014, 'male', 13, 10, 2018, 78, 54, 2018, 0, 2, 0, 2, 5, 4, 3, 4, 3, 6, 6, 23, 17, 23, 14, 29, 0)	23
2014	(185, 'Gao, He', 'University of Nevada, Las Vegas', 2014, 'male', 11, 15, 2018, 25, 36, 2018, 0, 1, 0, 2, 4, 4, 6, 2, 0, 2, 1, 3, 9, 10, 10, 10, 0)	26
2014	(242, 'Abeysekara, Anushka Udara', 'Michigan State University', 2014, 'female', 5, 17, 2018, 9, 22, 2018, 0, 0, 0, 1, 1, 3, 4, 3, 0, 0, 0, 3, 1, 5, 5, 4, 0)	22
2014	(315, 'Duffell, Paul C.', 'New York University', 2014, 'male', 8, 10, 2018, 10, 16, 2018, 0, 0, 1, 1, 3, 3, 7, 2, 0, 0, 1, 1, 3, 5, 12, 3, 0)	18
2014	(330, 'Zahid, H. Jabran', "University of Hawai'i at Manoa", 2014, 'male', 11, 6, 2018, 19, 22, 2018, 0, 0, 2, 2, 3, 4, 1, 3, 0, 2, 2, 3, 4, 8, 8, 7, 0)	17
2015	(138, 'Li, Zhao', 'Dartmouth College', 2015, 'None', 30, 7, 2018, 96, 39, 2018, 4, 3, 5, 4, 8, 6, 2, 15, 10, 11, 16, 25, 19, 13, 0)	37
2015	(142, 'Pavlov, Anatoly', 'Kansas State University', 2015, 'male', 24, 7, 2018, 32, 21, 2018, 2, 4, 4, 7, 4, 3, 2, 2, 4, 5, 8, 7, 6, 9, 0)	31
2015	(157, 'Deng, Xihao', 'The Pennsylvania State University', 2015, 'None', 20, 2, 2017, 37, 13, 2018, 2, 4, 4, 3, 4, 3, 0, 4, 5, 7, 5, 8, 8, 4, 0)	22
2015	(191, 'Xu, Shaosui', 'University of Michigan', 2015, 'None', 13, 7, 2018, 32, 22, 2018, 0, 0, 1, 2, 4, 6, 4, 2, 3, 4, 9, 7, 7, 10, 0)	20
