1985	(101, 'Chakrabarti, Sandip Kumar', 'THE UNIVERSITY OF CHICAGO.', 1985, 'male', 8, 108, 2015, 13, 306, 2017, 2, 0, 1, 0, 1, 4, 3, 1, 5, 7, 7, 2, 8, 7, 4, 3, 10, 2, 4, 4, 6, 4, 3, 2, 3, 6, 5, 2, 1, 2, 1, 1, 1, 0, 1, 3, 0, 3, 0, 1, 0, 2, 7, 6, 2, 7, 8, 12, 3, 9, 12, 10, 5, 13, 3, 6, 8, 13, 14, 16, 3, 9, 21, 7, 6, 8, 8, 12, 17, 12, 9, 10, 18, 14, 0)	116
1987	(108, 'Sage, Leslie John', 'STATE UNIVERSITY OF NEW YORK AT STONY BROOK.', 1987, 'female', 2, 149, 2016, 2, 172, 2016, 0, 0, 0, 0, 0, 2, 0, 3, 2, 4, 1, 4, 4, 3, 0, 7, 7, 6, 6, 7, 6, 6, 6, 6, 8, 7, 8, 4, 6, 6, 6, 7, 7, 6, 6, 0, 0, 0, 0, 0, 2, 1, 3, 4, 5, 1, 10, 5, 4, 2, 8, 9, 7, 6, 8, 6, 7, 6, 6, 8, 8, 8, 4, 7, 7, 6, 7, 7, 6, 6, 0)	151
1988	(13, 'Gould, Andrew Philip', 'STANFORD UNIVERSITY.', 1988, 'male', 5, 121, 2017, 6, 397, 2017, 0, 0, 0, 0, 3, 2, 2, 6, 3, 7, 6, 8, 12, 5, 6, 8, 5, 6, 5, 2, 9, 5, 2, 2, 0, 2, 1, 2, 1, 1, 6, 5, 1, 2, 0, 0, 0, 0, 3, 3, 2, 7, 4, 9, 8, 10, 16, 11, 11, 16, 17, 17, 14, 14, 18, 18, 10, 14, 9, 9, 18, 20, 14, 17, 24, 21, 20, 19, 0)	126
1988	(189, 'Wang, Haimin', 'CALIFORNIA INSTITUTE OF TECHNOLOGY.', 1988, 'male', 6, 103, 2017, 9, 689, 2017, 0, 0, 1, 0, 1, 4, 4, 0, 3, 4, 3, 5, 3, 3, 1, 6, 1, 4, 1, 6, 3, 2, 6, 2, 4, 8, 2, 3, 3, 9, 2, 7, 2, 4, 0, 0, 1, 1, 3, 4, 6, 5, 9, 8, 18, 13, 17, 9, 8, 13, 11, 26, 36, 25, 36, 22, 38, 28, 27, 36, 21, 28, 37, 37, 31, 38, 33, 52, 0)	109
1989	(32, 'Stern, Sol Alan', 'UNIVERSITY OF COLORADO AT BOULDER.', 1989, 'female', 17, 82, 2017, 19, 235, 2017, 1, 0, 1, 1, 5, 9, 8, 5, 2, 2, 5, 5, 3, 6, 2, 3, 3, 1, 2, 3, 0, 2, 1, 1, 3, 1, 13, 1, 2, 1, 1, 4, 0, 1, 0, 1, 1, 6, 10, 10, 9, 4, 2, 11, 9, 9, 12, 5, 8, 6, 6, 6, 4, 3, 5, 7, 13, 10, 2, 20, 3, 9, 5, 3, 14, 17, 0)	99
1989	(49, 'Chen, Jiasheng', 'UNIVERSITY OF DELAWARE.', 1989, 'male', 22, 102, 2015, 43, 282, 2017, 6, 2, 6, 3, 2, 3, 5, 4, 6, 5, 6, 4, 1, 5, 4, 6, 2, 5, 3, 3, 2, 7, 5, 4, 7, 4, 3, 3, 3, 1, 2, 2, 0, 7, 4, 10, 8, 7, 7, 8, 12, 13, 17, 16, 12, 10, 7, 9, 16, 8, 8, 4, 10, 7, 19, 19, 7, 14, 12, 11, 9, 8, 8, 3, 6, 4, 0)	124
1989	(68, 'Chen, Chuxing', 'THE UNIVERSITY OF ARIZONA.', 1989, 'None', 12, 83, 2017, 18, 345, 2017, 0, 3, 1, 2, 4, 2, 1, 3, 1, 1, 1, 1, 1, 4, 1, 2, 2, 1, 3, 4, 3, 5, 2, 3, 5, 3, 6, 7, 4, 5, 4, 1, 8, 3, 5, 1, 2, 4, 3, 3, 5, 2, 7, 4, 4, 4, 11, 2, 5, 6, 3, 6, 8, 14, 16, 14, 12, 21, 23, 22, 23, 29, 18, 17, 21, 31, 0)	95
1990	(27, 'Zhang, Yuanchong', 'COLUMBIA UNIVERSITY.', 1990, 'None', 5, 134, 2017, 18, 548, 2017, 2, 0, 0, 1, 1, 1, 0, 2, 3, 0, 0, 3, 2, 4, 5, 2, 4, 8, 6, 7, 14, 9, 9, 6, 2, 3, 10, 6, 6, 8, 5, 9, 5, 2, 4, 5, 1, 1, 2, 2, 5, 1, 2, 6, 3, 4, 9, 24, 9, 14, 24, 15, 43, 22, 21, 40, 29, 14, 33, 30, 21, 29, 43, 76, 0)	139
1990	(203, 'Zhang, Yuhong', 'UNIVERSITY OF MARYLAND COLLEGE PARK.', 1990, 'female', 5, 133, 2017, 19, 549, 2017, 2, 0, 0, 1, 1, 1, 0, 2, 3, 0, 0, 3, 2, 4, 5, 2, 4, 8, 6, 7, 14, 9, 8, 6, 2, 3, 10, 6, 6, 8, 5, 9, 5, 2, 4, 6, 1, 1, 2, 2, 6, 1, 3, 6, 3, 4, 9, 24, 9, 14, 24, 15, 43, 22, 20, 40, 29, 14, 33, 30, 21, 29, 43, 76, 0)	138
1991	(163, 'Wang, Jin', 'UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN.', 1991, 'male', 34, 154, 2017, 59, 653, 2017, 3, 8, 6, 4, 2, 11, 15, 6, 6, 2, 4, 3, 4, 3, 5, 3, 3, 5, 7, 7, 5, 4, 5, 6, 6, 14, 9, 4, 8, 9, 8, 5, 16, 10, 8, 6, 14, 20, 10, 13, 8, 8, 11, 9, 7, 20, 26, 17, 30, 17, 31, 22, 24, 23, 36, 39, 47, 34, 33, 37, 56, 45, 0)	188
1991	(304, 'Wang, Yun', 'CARNEGIE-MELLON UNIVERSITY.', 1991, 'male', 23, 234, 2017, 57, 705, 2017, 3, 4, 2, 3, 6, 5, 3, 3, 7, 8, 6, 10, 5, 6, 14, 6, 12, 12, 12, 9, 13, 8, 9, 11, 12, 11, 12, 11, 11, 10, 11, 5, 10, 8, 9, 11, 14, 11, 7, 10, 11, 11, 15, 12, 16, 24, 15, 18, 39, 30, 50, 46, 19, 40, 40, 34, 36, 31, 32, 33, 38, 66, 0)	257
1991	(306, 'Zhang, Yang', 'THE UNIVERSITY OF WISCONSIN - MILWAUKEE.', 1991, 'male', 3, 150, 2017, 16, 600, 2017, 0, 0, 1, 1, 0, 1, 2, 3, 0, 0, 4, 3, 4, 5, 2, 4, 9, 8, 9, 17, 9, 8, 6, 5, 3, 11, 6, 6, 8, 6, 10, 2, 4, 5, 1, 0, 4, 3, 6, 1, 3, 7, 4, 4, 10, 24, 9, 15, 27, 18, 46, 27, 20, 41, 37, 14, 34, 32, 26, 32, 48, 84, 0)	153
1992	(73, 'Chen, Ping', 'UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN.', 1992, 'male', 16, 74, 2017, 20, 189, 2017, 5, 3, 1, 0, 3, 4, 2, 3, 4, 1, 1, 1, 3, 3, 4, 2, 5, 2, 4, 8, 2, 3, 2, 1, 5, 4, 0, 6, 2, 4, 6, 4, 2, 0, 3, 5, 2, 5, 4, 2, 2, 1, 4, 3, 5, 6, 7, 4, 10, 13, 10, 11, 11, 6, 10, 15, 7, 10, 12, 19, 0)	90
1992	(101, 'Zhang, Xiaolei', 'UNIVERSITY OF CALIFORNIA, BERKELEY.', 1992, 'male', 6, 105, 2017, 21, 505, 2017, 1, 0, 0, 1, 2, 2, 5, 3, 1, 3, 2, 2, 3, 1, 2, 5, 9, 3, 6, 6, 7, 5, 5, 5, 5, 3, 5, 6, 3, 8, 3, 1, 0, 8, 5, 4, 12, 10, 6, 9, 17, 8, 21, 14, 25, 10, 35, 15, 28, 22, 27, 30, 24, 21, 25, 32, 25, 29, 26, 23, 0)	111
1992	(203, 'Chen, Ping', 'Illinois Univ. at Urbana-Champaign, Savoy.', 1992, 'male', 16, 74, 2017, 20, 189, 2017, 5, 3, 1, 0, 3, 4, 2, 3, 4, 1, 1, 1, 3, 3, 4, 2, 5, 2, 4, 8, 2, 3, 2, 1, 5, 4, 0, 6, 2, 4, 6, 4, 2, 0, 3, 5, 2, 5, 4, 2, 2, 1, 4, 3, 5, 6, 7, 4, 10, 13, 10, 11, 11, 6, 10, 15, 7, 10, 12, 19, 0)	90
1993	(188, 'Zhang, Xinbo', 'UNIVERSITY OF ALABAMA IN HUNTSVILLE.', 1993, 'male', 9, 90, 2017, 29, 475, 2017, 0, 0, 1, 2, 1, 5, 3, 1, 2, 2, 1, 2, 1, 1, 4, 8, 3, 6, 6, 6, 4, 5, 5, 5, 2, 5, 6, 2, 8, 1, 0, 8, 5, 3, 12, 10, 6, 8, 17, 7, 19, 12, 23, 9, 33, 15, 27, 22, 26, 29, 23, 21, 25, 30, 25, 29, 25, 23, 0)	99
1993	(323, 'Wang, Yiping', 'THE UNIVERSITY OF ARIZONA.', 1993, 'female', 20, 171, 2017, 48, 606, 2017, 2, 3, 5, 3, 3, 4, 5, 8, 3, 7, 4, 4, 11, 4, 10, 11, 8, 3, 8, 5, 5, 10, 10, 10, 10, 7, 10, 8, 9, 8, 8, 7, 9, 9, 7, 7, 10, 8, 10, 12, 15, 21, 11, 16, 34, 23, 43, 41, 16, 34, 39, 32, 33, 27, 26, 30, 35, 63, 0)	191
1994	(160, 'Zhang, Yan', 'DREXEL UNIVERSITY.', 1994, 'male', 7, 154, 2017, 12, 604, 2017, 1, 0, 0, 2, 3, 1, 0, 3, 2, 4, 6, 2, 6, 13, 8, 7, 15, 9, 10, 8, 6, 3, 10, 6, 10, 8, 6, 11, 1, 0, 2, 2, 5, 2, 2, 6, 5, 5, 10, 25, 13, 19, 27, 16, 46, 23, 24, 45, 37, 14, 33, 33, 28, 31, 50, 83, 0)	161
1994	(244, 'Wang, Yangsheng', 'THE UNIVERSITY OF TEXAS AT AUSTIN.', 1994, 'male', 25, 165, 2017, 50, 595, 2017, 3, 5, 3, 3, 4, 7, 9, 3, 7, 3, 4, 11, 4, 10, 11, 8, 3, 8, 5, 5, 9, 10, 10, 10, 7, 10, 8, 9, 8, 7, 9, 9, 7, 10, 12, 8, 10, 11, 14, 21, 11, 16, 33, 23, 43, 40, 16, 34, 38, 32, 33, 27, 25, 30, 35, 63, 0)	190
1995	(180, 'Wang, Jian M.', 'ILLINOIS INSTITUTE OF TECHNOLOGY.', 1995, 'male', 12, 119, 2017, 21, 377, 2017, 0, 1, 3, 2, 1, 5, 5, 1, 3, 5, 4, 2, 2, 4, 7, 6, 7, 4, 7, 8, 4, 13, 10, 8, 6, 6, 5, 2, 2, 4, 3, 2, 8, 5, 3, 6, 8, 11, 8, 7, 11, 11, 16, 14, 15, 20, 29, 25, 32, 34, 23, 30, 26, 28, 0)	131
1995	(211, 'Wang, Jian', 'UNIVERSITY OF CALIFORNIA, SANTA CRUZ.', 1995, 'male', 36, 185, 2017, 68, 743, 2017, 2, 5, 10, 6, 7, 6, 5, 3, 4, 10, 8, 5, 6, 6, 11, 11, 9, 6, 10, 12, 6, 16, 13, 9, 12, 10, 9, 7, 8, 15, 11, 15, 12, 9, 12, 9, 15, 23, 31, 23, 30, 24, 37, 28, 30, 33, 47, 46, 53, 50, 45, 50, 58, 56, 0)	221
1995	(234, 'Li, Hui', 'RICE UNIVERSITY.', 1995, 'female', 12, 132, 2017, 16, 368, 2017, 0, 1, 3, 4, 1, 3, 7, 3, 1, 3, 4, 4, 6, 1, 3, 5, 7, 6, 9, 12, 10, 7, 5, 8, 10, 8, 8, 1, 1, 3, 6, 2, 3, 9, 4, 4, 7, 11, 11, 8, 5, 8, 8, 12, 9, 32, 29, 26, 22, 28, 25, 38, 30, 26, 0)	144
1996	(34, 'Zhang, Yali', 'TEMPLE UNIVERSITY.', 1996, 'female', 9, 125, 2017, 19, 530, 2017, 0, 2, 3, 0, 0, 4, 2, 4, 5, 2, 4, 8, 6, 7, 14, 9, 8, 6, 2, 3, 10, 6, 6, 8, 5, 9, 2, 2, 5, 1, 2, 7, 3, 4, 9, 24, 9, 14, 24, 15, 43, 22, 21, 40, 29, 14, 33, 30, 21, 29, 43, 76, 0)	134
1997	(137, 'Chen, Jun', 'UNIVERSITY OF HAWAII', 1997, 'male', 26, 65, 2016, 80, 219, 2017, 6, 5, 7, 3, 0, 5, 2, 4, 2, 2, 1, 2, 2, 6, 7, 7, 7, 4, 3, 3, 4, 4, 3, 1, 1, 13, 17, 18, 14, 10, 8, 7, 13, 7, 5, 2, 8, 10, 21, 27, 12, 16, 15, 11, 9, 10, 14, 5, 8, 12, 0)	91
1997	(185, 'Kim, Sunme', 'UNIVERSITY OF CINCINNATI', 1997, 'None', 21, 74, 2017, 42, 359, 2017, 4, 3, 2, 1, 3, 8, 6, 6, 1, 3, 5, 3, 6, 5, 4, 6, 3, 5, 2, 2, 8, 3, 2, 1, 1, 13, 5, 3, 2, 5, 14, 12, 16, 6, 14, 13, 14, 24, 13, 23, 22, 24, 19, 21, 20, 20, 14, 19, 31, 22, 0)	95
1998	(199, 'Kraemer, Kathleen Elizabeth', 'Boston University, Department of Astronomy Boston, MA 02215', 1998, 'female', 5, 110, 2017, 7, 157, 2017, 0, 0, 1, 0, 1, 3, 2, 1, 1, 2, 2, 0, 2, 98, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 3, 3, 4, 1, 3, 6, 2, 2, 100, 3, 3, 1, 9, 4, 5, 1, 4, 4, 1, 0)	115
1999	(112, 'Wang, Jing', 'THE JOHNS HOPKINS UNIVERSITY', 1999, 'female', 29, 128, 2017, 69, 658, 2017, 7, 3, 4, 5, 5, 5, 5, 3, 3, 5, 8, 7, 6, 3, 7, 6, 10, 16, 11, 5, 9, 11, 10, 17, 10, 9, 14, 10, 9, 22, 26, 19, 33, 18, 35, 26, 28, 31, 43, 54, 56, 43, 37, 42, 63, 49, 0)	157
1999	(185, 'Zhang, Jie', 'UNIVERSITY OF MARYLAND COLLEGE PARK', 1999, 'male', 16, 87, 2017, 39, 491, 2017, 2, 5, 1, 1, 5, 2, 4, 4, 1, 4, 4, 4, 4, 5, 5, 5, 8, 7, 8, 4, 4, 10, 4, 5, 5, 2, 11, 7, 9, 10, 21, 5, 27, 12, 27, 25, 24, 47, 40, 29, 29, 29, 29, 38, 51, 37, 0)	103
1999	(230, 'Lee, Jounghun', 'UNIVERSITY OF KANSAS', 1999, 'male', 10, 87, 2017, 26, 426, 2017, 0, 2, 0, 1, 3, 4, 7, 2, 5, 3, 4, 9, 6, 7, 9, 4, 6, 3, 5, 3, 4, 7, 2, 2, 3, 2, 5, 4, 10, 15, 8, 17, 12, 23, 38, 17, 29, 36, 27, 31, 15, 27, 24, 38, 40, 19, 0)	97
2000	(39, 'Liu, Yifan', 'UNIVERSITY OF MICHIGAN', 2000, 'male', 7, 80, 2016, 24, 303, 2017, 1, 2, 0, 0, 2, 2, 5, 2, 2, 2, 3, 7, 5, 12, 7, 5, 6, 7, 3, 7, 4, 3, 4, 3, 3, 3, 3, 8, 10, 7, 6, 8, 13, 20, 12, 31, 24, 14, 12, 37, 30, 37, 19, 19, 0)	87
2000	(115, 'Zhang, Linchu', 'CORNELL UNIVERSITY', 2000, 'None', 14, 49, 2016, 51, 334, 2017, 2, 0, 4, 4, 1, 3, 3, 2, 1, 2, 3, 3, 4, 5, 6, 1, 3, 1, 2, 2, 6, 5, 13, 9, 8, 7, 7, 7, 7, 5, 5, 9, 13, 9, 14, 32, 30, 21, 22, 33, 22, 31, 21, 41, 0)	63
2001	(41, 'Li, Li-Xin', 'PRINCETON UNIVERSITY', 2001, 'None', 19, 70, 2017, 21, 190, 2017, 2, 1, 4, 1, 9, 2, 8, 7, 7, 5, 6, 5, 7, 4, 3, 3, 3, 1, 3, 1, 5, 2, 1, 5, 1, 9, 3, 11, 9, 10, 9, 12, 8, 13, 16, 11, 11, 12, 8, 9, 20, 26, 0)	89
2001	(74, 'Kim, Seungjung', 'PRINCETON UNIVERSITY', 2001, 'None', 26, 58, 2017, 66, 311, 2017, 3, 6, 6, 6, 1, 4, 5, 3, 6, 5, 4, 6, 3, 5, 2, 2, 8, 3, 2, 1, 1, 5, 12, 12, 16, 6, 15, 13, 14, 24, 13, 23, 22, 24, 19, 21, 20, 20, 14, 19, 31, 22, 0)	84
2001	(91, 'Zhang, Bing', 'THE JOHNS HOPKINS UNIVERSITY', 2001, 'male', 16, 101, 2017, 30, 450, 2017, 1, 3, 1, 1, 5, 5, 5, 4, 4, 4, 4, 10, 4, 6, 2, 8, 10, 12, 9, 7, 10, 3, 4, 2, 4, 7, 10, 8, 9, 14, 31, 57, 37, 18, 31, 21, 32, 33, 26, 38, 35, 48, 0)	117
2002	(11, 'Smith, Nathan I.', 'UNIVERSITY OF MINNESOTA', 2002, 'male', 19, 78, 2017, 39, 203, 2017, 0, 2, 2, 4, 5, 6, 6, 9, 9, 6, 7, 5, 4, 5, 7, 4, 4, 3, 2, 4, 2, 5, 8, 10, 7, 7, 8, 12, 14, 17, 11, 10, 9, 11, 21, 10, 10, 13, 21, 23, 0)	97
2003	(190, 'Li, J.', 'Rochester Institute of Technology', 2003, 'None', 41, 265, 2017, 139, 1013, 2017, 11, 5, 6, 5, 6, 8, 12, 12, 8, 18, 19, 22, 19, 22, 20, 24, 20, 27, 28, 14, 15, 19, 31, 18, 42, 29, 43, 36, 49, 64, 55, 68, 97, 106, 101, 88, 125, 98, 0)	306
2004	(108, 'Wang, Xiaomin', 'UNIVERSITY OF PENNSYLVANIA', 2004, 'female', 20, 76, 2016, 76, 325, 2017, 2, 3, 4, 5, 4, 2, 5, 5, 5, 4, 11, 5, 5, 12, 7, 6, 8, 3, 5, 5, 21, 10, 24, 11, 28, 20, 17, 33, 21, 12, 15, 28, 23, 32, 38, 49, 0)	96
2004	(184, 'Wang, Jianxiang', 'Rutgers The State University of New Jersey - New Brunswick, New Jersey, USA', 2004, 'male', 28, 83, 2017, 118, 423, 2017, 3, 5, 3, 3, 5, 9, 7, 5, 3, 5, 6, 5, 13, 9, 4, 8, 8, 7, 7, 20, 26, 17, 29, 19, 31, 22, 23, 21, 35, 37, 44, 33, 31, 35, 48, 38, 0)	111
2004	(199, 'Chen, Yujun', 'University of California, Davis', 2004, 'male', 31, 57, 2017, 79, 421, 2017, 3, 3, 7, 3, 8, 7, 3, 6, 6, 4, 3, 8, 6, 3, 2, 6, 5, 4, 8, 13, 13, 8, 14, 23, 26, 23, 25, 30, 31, 25, 32, 44, 25, 45, 37, 59, 0)	88
2004	(290, 'Zhang, Ju', 'THE UNIVERSITY OF TEXAS AT AUSTIN', 2004, 'male', 18, 58, 2017, 82, 359, 2017, 1, 4, 3, 1, 4, 5, 4, 4, 7, 4, 5, 6, 5, 4, 4, 4, 8, 1, 8, 10, 20, 5, 27, 12, 25, 25, 25, 43, 36, 20, 23, 21, 20, 34, 43, 33, 0)	76
2005	(34, 'Li, Jian-Yang', 'University of Maryland, llege Park, Maryland, USA', 2005, 'male', 9, 66, 2017, 85, 351, 2017, 1, 4, 0, 2, 1, 1, 3, 6, 6, 5, 5, 7, 4, 9, 8, 4, 5, 9, 22, 5, 20, 8, 21, 13, 23, 25, 20, 24, 37, 46, 38, 29, 37, 39, 0)	75
2005	(41, 'Zhang, Xiaoling', 'The University of Alabama in Huntsville', 2005, 'female', 25, 56, 2017, 123, 292, 2017, 2, 1, 4, 8, 3, 7, 6, 6, 4, 5, 5, 5, 2, 5, 6, 2, 8, 13, 23, 9, 34, 15, 29, 22, 26, 29, 23, 21, 25, 30, 25, 29, 26, 25, 0)	81
2005	(120, 'Wang, Xiao', 'University of Michigan, Michigan, USA', 2005, 'male', 32, 85, 2017, 107, 363, 2017, 3, 5, 6, 6, 2, 10, 4, 5, 5, 13, 8, 5, 13, 9, 7, 8, 7, 5, 22, 11, 27, 9, 33, 26, 21, 36, 27, 17, 18, 30, 25, 42, 46, 63, 0)	117
2005	(135, 'Li, Yuexing', 'Columbia University, New York, USA', 2005, 'female', 25, 62, 2017, 61, 211, 2017, 1, 4, 2, 4, 5, 9, 3, 8, 8, 2, 4, 8, 7, 3, 9, 5, 2, 8, 11, 8, 7, 15, 12, 11, 13, 16, 12, 6, 24, 27, 24, 34, 21, 13, 0)	87
2005	(141, 'Chen, Yun', 'University of Illinois at Urbana-Champaign, Illinois, USA', 2005, 'male', 31, 64, 2017, 98, 420, 2017, 3, 7, 3, 8, 5, 5, 6, 6, 4, 3, 9, 8, 3, 2, 6, 9, 6, 14, 13, 8, 14, 21, 28, 24, 25, 30, 33, 29, 36, 44, 27, 46, 43, 63, 0)	95
2006	(1, 'Liu, Wei', 'Department of Physics, Stanford University', 2006, 'male', 20, 66, 2017, 69, 172, 2017, 2, 1, 0, 1, 3, 13, 6, 9, 11, 6, 9, 5, 5, 5, 5, 3, 8, 10, 16, 4, 10, 21, 12, 16, 19, 14, 17, 18, 19, 17, 14, 19, 0)	86
