-|-|2007|-|4|Butler, D. M.|Butler, Declan
USA|R1|2013|PSD, ESRL, NOAA, Boulder, Colorado USA; CDC, CIRES, University of Colorado Boulder, Boulder, Colorado USA|1|Newman, Michael John|Newman, M.
USA|P|2016|7050 Bakerville Road, Waverly, TN 37185, USA|0|Eaton, Joel Acree|Eaton, Joel A.
USA|F|2016|Fermi National Accelerator Laboratory, P. O. Box 500, Batavia, IL 60510, USA|0|Sanchez, B. V.|Sanchez, E.
USA|F|2016|LIGO—Massachusetts Institute of Technology, Cambridge, Massachusetts 02139, USA|0|Brown, Douglas Ross|Brown, N. M.
USA|F|2016|Lawrence Livermore National Laboratory Livermore, CA 94550, USA|0|Dearborn, David Simon Paul|Dearborn, David S. P.
USA|R1|2016|Plasma Science and Fusion Center, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139, USA|0|Seguin, Fredrick Hampton|Seguin, F. H.
USA|F|2016|SETI Institute, Mountain View, CA 94043, USA|0|Jordan, J. L.|Jordan, Jane
USA|F|2017|Glenn T. Seaborg Institute, Lawrence Livermore National Laboratory, 7000 East Avenue, Livermore, CA 94550, USA|0|Hutcheon, Ian Douglass|Hutcheon, Ian D.
USA|F|2017|Marine Meteorology Division, Naval Research Laboratory, Monterey, CA, USA|0|Baker, Neal Kenton|Baker, N.
USA|F|2017|Northwest Research Associates, Boulder, CO, USA|0|Lindsey, Charles Allan|Lindsey, C.
USA|R2|2017|Ritter Observatory, Department of Physics and Astronomy, The University of Toledo, Toledo, OH 43606-3390, USA|0|Morrison, Nancy Dunlap|Morrison, Nancy D.
USA|P|2017|Thule Scientific, P.O. Box 953, Topanga, CA 90290, USA|0|Lynch, David Knight|Lynch, D. K.
USA|R1|2018|Ann and H.J. Smead Department of Aerospace Engineering Sciences, University of Colorado Boulder, Boulder, CO USA|0|Forbes, Jeffrey Michael|Forbes, Jeffrey M.
USA|F|2018|Argonne National Laboratory, Argonne, Illinois 60439, USA|0|Scott, Roger Leonard|Scott, R.
