USA|2019|Jet Propulsion Laboratory, California Institute of Technology, 4800 Oak Grove Drive, Pasadena, CA 91109, USA|0|Calef, Fred J., III|Calef, Fred J.
USA|2019|Department of Physics and Astronomy, Bates College, 44 Campus Avenue, Lewiston, ME 04240, USA|0|Diamond-Stanic, Aleksandar Milan|Diamond-Stanic, Aleksandar M.
USA|2019|LIGO Hanford Observatory, Richland, WA 99352, USA|0|Goetz, Evan A.|Goetz, E.
USA|2019|Department of Physics, University of Chicago, 5640 South Ellis Avenue, Chicago, IL 60637, USA|0|Keisler, Ryan Scott|Keisler, Ryan
USA|2017|Fermi National Accelerator Laboratory (FNAL), P.O. Box 500, Batavia, IL 60510-5011, USA|0|Lippincott, W. Hugh|Lippincott, W. H.
USA|2019|USRA-SOFIA Science Center, NASA Ames Research Center, Moffett Field, CA 94035, USA|0|Helton, Lorren Andrew|Helton, L. A.
non-USA|2017|Lund ObservatoryDepartment of Astronomy and Theoretical Physics, Box 43, 221 00, Lund, Sweden|0|Ruchti, Gregory Randal|Ruchti, G.
USA|2019|Department of Physics, Oakland University, Rochester, Michigan 48309, USA; Department of Physics and Astronomy, Johns Hopkins University, Baltimore, Maryland 21218, USA|0|Cholis, Ilias|Cholis, Ilias
USA|2019|NASA, Goddard Space Flight Center, Greenbelt, MD 20771, USA|0|Cucchiara, Antonino|Cucchiara, A.
USA|2019|Department of Physics, State University of New York at Fredonia, 280 Central Ave, Fredonia, NY, 14063, USA|0|Dunham, Miranda Kay|Dunham, M.
USA|2016|Department of Physics, University of Notre Dame, Notre Dame, Indiana 46556, USA; The Joint Institute for Nuclear Astrophysics, University of Notre Dame, Notre Dame, Indiana 46556, USA|0|LeBlanc, Paul James, IV|LeBlanc, P. J.
USA|2017|LASP, University of Colorado, Boulder, CO, USA|0|Osterloo, Mikki Michele|Osterloo, M. M.
USA|2018|The College of Idaho, ID, USA|0|Devine, Kathryn Elizabeth|Devine, Kathryn
USA|2019|Fermi National Accelerator Laboratory, PO Box 500, Batavia, IL 60510, USA|1|Nord, Brian D.|Nord, B.
non-USA|2018|Quantum Universe Center, Korea Institute for Advanced Study, 85 Hoegiro, Dongdaemun-gu, Seoul 02455, Republic of Korea|0|Hwang, Jeong-Sun|Hwang, Ho Seong
USA|2019|Department of Astronomy, University of California, Berkeley, CA 94720, USA|0|Weisz, Daniel Ray|Weisz, Daniel R.
non-USA|2019|Núcleo de Astronomía de la Facultad de Ingeniería y Ciencias, Universidad Diego Portales, Av. Ejército Libertador 441, Santiago, Chile, 8370109|0|Assef, Roberto J.|Assef, R. J.
non-USA|2016|Indian Institut of Technology Madras, 600024, Chennai, India|0|Balasubramanian, Ramkumar|Balasubramanian, R.
non-USA|2018|Department of Physics, Faculty of Natural Sciences, University of Haifa, Haifa 31905, Israel|0|Rafter, Stephen E.|Rafter, S.
non-USA|2018|Cosmic Dawn Center, Niels Bohr Institute, Blegdamsvej 17, DK-2100 København, Denmark|0|Steinhardt, Charles Louis|Steinhardt, Charles L.
USA|2018|Department of Physics and Astronomy, Northwestern University, 2145 Sheridan Road, Evanston, IL 60208, USA|1|Johnson, Luke C.|Johnson, L. Clifton
USA|2019|Astronomy Department, University of California, Berkeley, CA 94720-7450, USA|0|Fox, Ori Dosovitz|Fox, O.
USA|2019|Department of Physics and Astronomy, University of Iowa, Iowa City, IA USA|0|Kopf, Andrew James|Kopf, A. J.
USA|2019|Department of Physics, Yale University, New Haven, CT 06520, USA|0|Newburgh, Laura|Newburgh, L.
USA|2017|Colorado Center for Astrodynamics Research, University of Colorado Boulder, Boulder, CO, USA|0|Jones, Brandon A.|Jones, Brandon
USA|2015|BAER Institute, Sonoma, CA 95476, USA|0|Marinova, Margarita M.|Marinova, Margarita M.
USA|2019|Space Telescope Science Institute, Baltimore, MD 21218, USA|0|Stark, Christopher C.|Stark, Christopher C.
USA|2017|Department of Mechanical Engineering, University of Texas at Dallas, Richardson, Texas 75080, USA|0|Anderson, William Michael, Jr.|Anderson, William
USA|2019|Department of Physics and Astronomy, University of New Mexico, Albuquerque, NM, USA|0|Dowell, Jayce Daniel|Dowell, Jayce
non-USA|2016|University of Exeter, UK; Space Climate Research unit, University of Oulu, Finland|0|Roy, Ishani|Roy, I.
USA|2018|Department of Astronomy, The Ohio State University, 140 W 18th Avenue, Columbus, OH 43210, USA ; Center for Cosmology and AstroParticle Physics, The Ohio State University, 191 West Woodruff Avenue, Columbus, OH 43210, USA ; Illumination Works, LLC, 5550 Blazer Parkway, Dublin, OH 43017, USA|0|Denney, Kelly D.|Denney, K. D.
non-USA|2019|Southern Operations Center, Gemini Observatory, Casilla 603, La Serena, Chile|0|Miller, Brendan|Miller, B.
USA|2017|Applied Physics Laboratory, Johns Hopkins University, 11100 Johns Hopkins Road, Laurel, MD 20723, USA|0|Million, Evan|Million, E.
USA|2019|Department of Astronomy, The University of Texas at Austin, Austin, TX 78712, USA|0|Kraus, Adam L.|Kraus, Adam L.
non-USA|2019|Dipartimento di Fisica e Astronomia, Alma Mater Studiorum, Università degli Studi di Bologna, Via Gobetti 93/2, I-40129 Bologna, Italy ; INAF Istituto di Radioastronomia, via Gobetti 101, I-40129 Bologna, Italy|0|Migliori, Giulia|Migliori, G.
USA|2018|Kavli Institute for Cosmological Physics, University of Chicago, 5640 South Ellis Avenue, Chicago, IL 60637, USA; Department of Physics, University of Chicago, 5640 South Ellis Avenue, Chicago, IL 60637, USA|0|Hoover, Stephen Lam Douglas|Hoover, S.
USA|2018|Department of Physics, Yale University, New Haven, CT 06520, USA|0|Lau, Erwin Tin-Hay|Lau, E.
USA|2017|University of Kentucky, Lexington, KY 40506, USA|0|Rudick, Craig S.|Rudick, Craig
USA|2019|Department of Physics, Kavli Institute for Astrophysics and Space Research, Massachusetts Institute of Technology, Cambridge, MA 02139, USA; Center for Theoretical Physics, Massachusetts Institute of Technology, Cambridge, MA 02139, USA|0|Slatyer, Tracy Robyn|Slatyer, Tracy R.
USA|2017|Department of Physics, University of California, San Diego, La Jolla, CA, USA|0|Michelsen, Eric Leonard|Michelsen, E. L.
USA|2019|Department of Space Studies, Southwest Research Institute, 1050 Walnut St., Boulder, CO 80302, USA|0|Kretke, Katherine A.|Kretke, Katherine A.
USA|2019|Department of Astronomy, University of Washington, Seattle, WA 98195, USA|0|Levesque, Emily M.|Levesque, Emily M.
USA|2016|Cahill Center for Astronomy &amp; Astrophysics, Caltech, 1200 E. California Blvd, Pasadena, CA, 91125, USA|0|Richards, Joseph W.|Richards, J.
USA|2019|Gemini Observatory, Northern Operations Center, 670 N. A'ohoku Place, Hilo, HI 96720, USA|0|Dupuy, Trent J.|Dupuy, Trent J.
USA|2019|Cahill Center for Astronomy and Astrophysics, California Institute of Technology, Pasadena, CA 91125, USA; Remeis Observatory &amp; ECAP, Universität Erlangen-Nürnberg, Sternwartstr. 7, 96049 Bamberg, Germany|0|Garcia, Javier Adolfo|Garcia, Javier A.
USA|2017|Department of Astrophysics, American Museum of Natural History, Central Park West and 79th Street, New York, New York 10024, USA|0|Faherty, Jackie K.|Faherty, J.
non-USA|2018|INAF - Osservatorio Astronomico di Brera, Via Brera 28, 20122 Milano - via E. Bianchi 46, 23807, Merate, Italy; Università degli Studi di Milano, Via G. Celoria 16, 20133, Milano, Italy|0|Granett, Benjamin R.|Granett, B. R.
non-USA|2017|Brown University, Department of Physics, Providence, RI, U.S.A.; Michigan State University, Department of Physics and Astronomy, East Lansing, MI, U.S.A.|0|Avery, Steven G.|Avery, Steven G.
non-USA|2019|Instituto de Astronomía, Universidad Nacional Autónoma de México, Ciudad Universitaria, Ciudad de México, Mexico|0|Gomez Maqueo Chew, Yilen|Gomez Maqueo Chew, Y.
USA|2016|Department of Astronomy, University of Arizona, Tucson, AZ 85721, USA|0|Kiminki, Daniel C.|Kiminki, D. C.
non-USA|2019|Department of Space Studies, University Stop 9008, University of North Dakota, 58202, United States of America; &gt;Visiting Astronomer at the Infrared Telescope Facility, which is operated by the University of Hawaii under Cooperative Agreement no. NNX-08AE38A with the National Aeronautics and Space Administration, Science Mission Directorate, Planetary Astronomy Program|0|Fieber-Beyer, Sherry K.|Fieber-Beyer, Sherry K.
non-USA|2019|Max Planck Institute for Physics, Munich 80805, Germany|0|Liu, Xin|Liu, X.
non-USA|2019|Department of Astronomy and Space Science, Sejong University, 209 Neungdong-ro, Kwangjin-gu, Seoul 05006, Korea|1|Lee, Seong-Kook Joshua|Lee, Sang Gak
USA|2019|W.M. Keck Science Department, Claremont McKenna College, Pitzer College, Scripps College, 925 N Mills Ave, Claremont, CA 91711, USA|0|Williams, Brian J.|Williams, B.
USA|2018|Stanford University, Stanford, California 94035, USA and SLAC National Accelerator Laboratory, Menlo Park, California 94025, USA|0|Kistler, Matthew David|Kistler, Matthew D.
USA|2017|Southwest Research Institute, San Antonio, TX, USA|0|White, Douglas W.|White, D.
USA|2019|Department of Astronomy and Astrophysics and Institute for Gravitation and the Cosmos, The Pennsylvania State University, University Park, PA 16802, USA|0|Jeong, Donghui|Jeong, D.
USA|2016|Harvard-Smithsonian Center for Astrophysics, 60 Garden Street MS 42, Cambridge, MA 02138, USA|2|Bischoff, Colin A.|Bischoff, C. A.
USA|2019|Department of Physics and Astronomy, San José State University, One Washington Square, San José, CA 95192-0106, USA|0|Madura, Thomas I.|Madura, T. I.
USA|2019|Department of Physics, State University of New York at Fredonia, Fredonia, NY 14063, USA|0|Dunham, Michael Mark|Dunham, Michael
non-USA|2019|School of Astronomy &amp; Space Science, Nanjing University, Nanjing 210093, China|0|Luo, Bin|Luo, B.
non-USA|2018|Henan Normal University, Xinxiang 453007, China|1|Ma, Cheng-Jiun|Ma, C.
non-USA|2019|Cosmic Dawn Center, Niels Bohr Institute, Copenhagen, Denmark|0|Brammer, Gabriel Barnes|Brammer, Gabriel B.
non-USA|2019|Department of Theoretical Physics, Tata Institute of Fundamental Research, Homi Bhabha Road, Mumbai, 400005, India|1|Khatri, Rishi|Khatri, Rishi
USA|2016|Harvard-Smithsonian Center for Astrophysics, 60 Garden St., Cambridge, MA, 02138, USA|0|Carlson, Lynn Redding|Carlson, L.
USA|2019|Smithsonian Astrophysical Observatory, 60 Garden Street, Cambridge, MA, 02138, USA|0|Montez, Rodolfo, Jr.|Montez, R.
USA|2019|Space Telescope Science Institute, Baltimore, MD, USA ; Johns Hopkins University, Baltimore, MD, USA|0|Peeples, Molly S.|Peeples, Molly S.
non-USA|2015|Leiden Observatory, Leiden University, PO Box 9513, 2300 RA, Leiden, The Netherlands|0|Tenenbaum, Emily Dale|Tenenbaum, E. D.
non-USA|2019|Astronomical Institute of the Czech Academy of Sciences, Czech Republic; Astroserver.org, 8533 Malomsok, Hungary|0|Nemeth, Peter|Nemeth, P.
USA|2019|Department of Physics and Astronomy, Michigan State University, East Lansing, MI 48824, USA ; Department of Computational Mathematics, Science, and Engineering, Michigan State University, East Lansing, MI 48824, USA ; Joint Institute for Nuclear Astrophysics-Center for the Evolution of the Elements, Michigan State University, East Lansing, MI 48824, USA ; National Superconducting Cyclotron Laboratory, Michigan State University, East Lansing, MI 48824, USA|0|Couch, Sean Michael|Couch, Sean M.
USA|2018|Southwest Research Institute, Boulder, CO, USA|0|Caspi, Amir|Caspi, Amir
USA|2018|JILA, University of Colorado, Boulder, CO 80309, USA|0|O'Leary, Ryan Martin|O'Leary, Ryan
non-USA|2018|ARC Centre of Excellence for All-sky Astrophysics (CAASTRO), University of Syndey; The Research School of Astronomy and Astrophysics, Australian National University, ACT 2601, Australia|2|Yuan, Fang|Yuan, F.
non-USA|2019|Instituto Milenio de Astrofísica, Av. Vicuña Makenna 4860, Macul, 7820436 Santiago, Chile; Centro de Astronomía (CITEVA), Universidad de Antofagasta, Av. Angamos 601, 1240000 Antofagasta, Chile|0|Alonso-Garcia, Javier|Alonso-Garcia, Javier
USA|2019|Space Telescope Science Institute, 3700 San Martin Drive, Baltimore, MD 21218, USA|0|Duval, Julia|Roman-Duval, Julia
USA|2015|University of Kentucky, Lexington, KY 40506, USA|1|Lykins, Matt|Lykins, M. L.
USA|2019|Astrophysical and Planetary Sciences, University of Colorado Boulder, Boulder, CO USA|0|Hayne, Paul Ottinger|Hayne, P. O.
USA|2019|Department of Astrophysics, American Museum of Natural History, Central Park West at 79th Street, New York, NY 10024, USA; Department of Physics, Queensborough Community College, Bayside, NY 11364, USA|0|Bellovary, Jillian|Bellovary, Jillian
non-USA|2019|Benemérita Universidad Autónoma de Puebla (BUAP), Puebla, Mexico|0|Martinez, Oscar, Jr.|Martinez, O.
USA|2018|School of Earth and Space Exploration, Arizona State University, Tempe, AZ USA|0|Pahlevan, Kaveh|Pahlevan, Kaveh
non-USA|2018|Key Laboratory of Particle Astrophysics, Institute of High Energy Physics, Chinese Academy of Sciences, Beijing 100049, China|0|Song, Limin|Song, L. M.
non-USA|2019|The Oskar Klein Centre, Department of Physics, Stockholm University, AlbaNova, SE-106 91 Stockholm, Sweden|0|Biswas, Rahul|Biswas, Rahul
USA|2018|University of Notre Dame, Notre Dame, Indiana 46556, USA|0|Beard, Mary L.|Beard, M.
non-USA|2018|Max-Planck Institut für Astronomie, Königstuhl 17, D-69117 Heidelberg, Germany|0|Wu, Pin|Wu, P. -F.
USA|2019|University of Connecticut, Department of Physics, 2152 Hillside Road, Unit 3046, Storrs, CT 06269-3046, USA|0|Trump, Jonathan Russell|Trump, Jonathan R.
USA|2019|Jacobs, NASA Johnson Space Center, Houston, TX USA|0|Archer, Paul Douglas, Jr.|Archer, P. Douglas
USA|2019|W.M. Keck Science Department, Claremont McKenna College, Pitzer College, Scripps College, 925 N Mills Ave, Claremont, CA 91711, USA|0|Williams, Brian Dean|Williams, B.
USA|2016|Department of Physics and Astronomy and the Center for Simulational Physics, University of Georgia, Athens, GA 30602-2451, USA; Institute for Applied Physics and Computational Mathematics, Beijing, 100094, People's Republic of China;|0|Shen, Gang|Shen, G.
USA|2019|Department of Physics and Astronomy, Pomona College, Claremont, CA 91711, USA|0|Moreno, Jorge|Moreno, Jorge
non-USA|2019|McGill Space Institute and Department of Physics, McGill University, 3600 rue University, Montreal, Quebec, H3A 2T8, Canada; CIFAR Azrieli Global Scholar, Gravity &amp; the Extreme Universe Program, Canadian Institute for Advanced Research, 661 University Avenue, Suite 505, Toronto, ON M5G 1M1, Canada|0|Haggard, Daryl|Haggard, Daryl
USA|2018|Department of Physics, University of Notre Dame, Notre Dame, Indiana 46556, USA and The Joint Institute for Nuclear Astrophysics, University of Notre Dame, Notre Dame, Indiana 46556, USA|0|Robertson, Daniel J.|Robertson, D.
USA|2019|Department of Astronomy and Theoretical Astrophysics Center, University of California, Berkeley, CA 94720, USA|0|Shen, Ken J.|Shen, K. J.
non-USA|2019|Max Planck Institute for Astronomy, Köenigstuhl 17, D-69117, Heidelberg, Germany|0|Sesar, Branimir|Sesar, Branimir
USA|2019|Math and Science Department, Wheelock College, Boston, MA 02215, USA|0|Cardamone, Carolin|Cardamone, Carolin
USA|2016|Department of Physics, California Institute of Technology, Pasadena, CA 91125, USA|1|Lueker, Martin|Lueker, M.
non-USA|2018|Institut für Physik und Astronomie, Universität Potsdam, Karl-Liebknecht-Str. 24/25, 14476, Potsdam, Germany|0|Sander, Aaron James|Sander, A.
USA|2019|Department of Astronomy, University Of Washington, USA|0|Werk, Jessica K.|Werk, Jessica
non-USA|2019|University of Hawaii, Institute for Astronomy, 34 'Ōhi'a Kū St., Pukalani, HI 96768, United States of America|0|Willman, M.|Willman, Mark
non-USA|2017|Research Informatics, Scientific IT Services, ETH Zürich, Weinbergstrasse 11, CH-8092 Zürich, Switzerland|0|Roskar, Rok|Roskar, Rok
USA|2019|Adler Planetarium, Chicago, Illinois 60605, USA|0|Trouille, Laura Elizabeth|Trouille, L.
non-USA|2016|APC, AstroParticule et Cosmologie, Université Paris Diderot, CNRS/IN2P3, CEA/lrfu,Observatoire de Paris, Sorbonne Paris Cité, 10 rue Alice Domon et Léonie Duquet, 75205, Paris Cedex 13, France; Leung Center for Cosmology and Particle Astrophysics, National Taiwan University, 10617, Taipei, Taiwan|0|Gauthier, Christopher S.|Gauthier, C.
USA|2018|The Observatories of the Carnegie Institution for Science, 813 Santa Barbara St., Pasadena, CA 91101, USA|0|Patel, Shannon|Patel, Shannon G.
USA|2019|Department of Physics and Astronomy, Michigan State University, East Lansing, MI 48824, USA|0|Chomiuk, Laura Beth|Chomiuk, L.
non-USA|2019|Indian Institute of Space Science and Technology (IIST), Trivandrum 695547, India|0|Mandal, Sourav Kumar|Mandal, S.
non-USA|2019|University of Technology Sydney, 15 Broadway, Ultimo NSW 2007, Australia|0|Bell, Michael R.|Bell, M.
USA|2019|DIRAC Institute, Department of Astronomy, University of Washington, 3910 15th Avenue NE, Seattle, WA 98195, USA|0|Parejko, John Kenneth|Parejko, John
USA|2016|Department of Astronomy, New Mexico State University, Box 30001/MSC 4500, Las Cruces, NM 88003-0001, USA|0|Norwood, James Walter|Norwood, James
USA|2019|Laboratory for Atmospheric and Space Physics, University of Colorado, Boulder, CO, USA|0|Malaspina, David Martin|Malaspina, David
non-USA|2018|Department of Earth and Planetary Sciences, Weizmann Institute of Science, Rehovot, Israel|0|Halevy, Itay|Halevy, Itay
non-USA|2017|Department of Earth Sciences, National Cheng Kung University, Tainan, Taiwan|0|Chou, Mei-Yin|Chou, M. Y.
USA|2016|NASA JPL (Jet Propulsion Laboratory), California Institute of Technology, Pasadena, CA 91109, USA|0|Carlson, Randall Everette|Carlson, R.
USA|2019|Department of Physics and Astronomy, Haverford College, 370 Lancaster Avenue, Haverford, Pennsylvania 19041, USA|0|Grin, Daniel|Grin, Daniel
USA|2019|Space Sciences Lab, UC Berkeley, CA 94720, USA|0|Gacesa, Marko|Gacesa, Marko
USA|2019|Whitman College, Walla Walla, Washington 99362, USA|0|Gresham, Moira I.|Gresham, Moira I.
USA|2019|Department of Physics, Kennesaw State University, Kennesaw, GA 30144, USA|0|Sossah, Ayao Mamert|Sossah, A. M.
USA|2018|Department of Physics and Astronomy, North Carolina State University, Raleigh, USA|1|Longland, Richard Leigh|Longland, Richard
USA|2017|School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA|0|Karpowicz, Bryan Mills|Karpowicz, Bryan M.
non-USA|2019|Southwest Research Institute, 6220 Culebra Road, San Antonio, Texas 78238, US|0|Ebert, Robert Wilkes|Ebert, R. W.
USA|2019|Department of Physics and Kavli Institute for Cosmological Physics, The University of Chicago, Chicago, IL, USA|1|Vieregg, Abigail Goodhue|Vieregg, A. G.
USA|2015|High Altitude Observatory, National Center for Atmospheric Research P.O. Box 3000, Boulder, CO 80307-3000, USA|1|Plowman, Joseph Eugene|Plowman, J. E.
USA|2019|Department of Physics and Astronomy, University of South Carolina, 712 Main St., Columbia, SC 29208, USA|0|Rodney, Steven A.|Rodney, S.
non-USA|2019|Jodrell Bank Centre for Astrophysics, School of Physics and Astronomy, University of Manchester, Manchester, M13 9PL, UK|0|Kerr, Matthew|Kerr, M.
non-USA|2018|European Southern Observatory, Casilla, 19001, Santiago 19, Chile|0|Riquelme, Mario A.|Riquelme, M.
USA|2019|Astronomy Department and Van Vleck Observatory, Wesleyan University, 96 Foss Hill Drive, Middletown, CT 06459, USA|0|Hughes, Alanna Meredith|Hughes, A. Meredith
USA|2015|XTD-3, Los Alamos National Laboratory, Los Alamos, NM 87545, USA|0|Joggerst, Candace C.|Joggerst, Candace C.
USA|2019|Department of Astronomy, San Diego State University, San Diego, CA 92182, USA|0|Rubin, Kate H. R.|Rubin, Kate H. R.
USA|2019|TAPIR, Mailcode 350-17, California Institute of Technology, Pasadena, CA 91125, USA; The Observatories of the Carnegie Institution for Science, Pasadena, CA 91101, USA; Department of Physics, University of California, Davis, CA 95616, USA|0|Wetzel, Andrew Rodger|Wetzel, Andrew
USA|2019|University of Texas at Austin, McDonald Observatory, 2515 Speedway, Stop C1402, Austin, TX 78712 USA ; Rutgers University, Department of Physics and Astronomy, 136 Frelinghuysen Road, Piscataway, NJ 08854, USA|0|McQuinn, Kristen Brookes W.|McQuinn, K. B. W.
USA|2019|Division of Science Education and Institute of Fusion Science, Chonbuk National University, Jeonju 54896, South Korea; Department of Physics, Kansas State University, 116 Cardwell Hall, Manhattan, KS 66506, USA|0|Park, Chan|Park, Chan-Gyung
non-USA|2019|Konkoly Observatory, Research Centre for Astronomy and Earth Sciences, Hungarian Academy of Sciences, Konkoly-Thege Miklós út 15-17, 1121 Budapest, Hungary|0|White, John|White, J. A.
USA|2018|Department of Earth System Science, University of California, CA, Irvine USA|0|Wood, Matthew Dunseth|Wood, M.
USA|2019|Center for Computational Astrophysics, Flatiron Institute, 162 5th Ave, New York, NY 10010, USA|0|Tonnesen, Stephanie K.|Tonnesen, S.
non-USA|2019|Department of Physics and Astronomy, The University of Utah, Salt Lake City, Utah|1|Wik, Daniel Ryan|Wik, D. R.
USA|2018|Geospace Physics Laboratory, NASA Goddard Space Flight Center, Greenbelt, MD, 20771, USA|0|Rager, Audrey Hughes|Rager, A.
USA|2019|Johns Hopkins University Applied Physics Laboratory, Laurel, MD 20723, USA|0|Kang, Hwajung|Kang, H. K.
USA|2019|Department of Chemistry and Biochemistry and Cooperative Institute for Research in Environmental Sciences (CIRES), 216 UCB, University of Colorado, Boulder, CO 80309, USA|0|Gough, Raina V.|Gough, R. V.
non-USA|2019|Hokkaido University, Sapporo, Japan|0|Takahashi, Yuki David|Takahashi, Y.
USA|2018|Eureka Scientific Inc., 2452 Delmer St., Suite 100, Oakland, CA 94602, USA|0|Wong, Ka-Wah|Wong, Ka-Wah
USA|2019|Center for Interdisciplinary Exploration and Research in Astrophysics (CIERA) and Department of Physics &amp; Astronomy, Northwestern University, 2145 Sheridan Road, Evanston, IL 60201, USA ; Adler Planetarium, Department of Astronomy, 1300 S. Lake Shore Drive, Chicago, IL 60605, USA|0|Geller, Aaron Matthew|Geller, Aaron M.
USA|2019|Department of Physics and Astronomy, University of Delaware, Newark, DE, 19716, USA 2 ;  Joseph R. Biden, Jr., School of Public Policy and Administration, University of Delaware, Newark, DE, 19716, USA 2 ;  Data Science Institute, University of Delaware, Newark, DE, 19716, USA 2 ;  Center for Urban Science and Progress, New York University, 370 Jay Street, Brooklyn, NY 11201, USA|0|Bianco, Federica|Bianco, Federica B.
USA|2017|Harvard-Smithsonian Center for Astrophysics, 60 Garden Street, Cambridge, Massachusetts 02138, USA;|1|Kiziltan, Bulent|Kiziltan, Bulent
USA|2016|Department of Earth and Geographic Sciences, Fitchburg State University, Fitchburg, Massachusetts USA|4|Parsons, Reid Allen|Parsons, Reid
USA|2019|Department of Physics, University of South Dakota, Vermillion, South Dakota 57069, USA; Department of Physics, Center for Neutrino Physics, Virginia Tech, Blacksburg, Virginia 24061, USA|0|Shoemaker, Ian M.|Shoemaker, Ian M.
USA|2019|School of Earth and Space Exploration, Arizona State University, Tempe, AZ D-85287, USA|0|Borthakur, Sanchayeeta|Borthakur, Sanchayeeta
non-USA|2019|Max-Planck-Institut für extraterrestrische Physik, Giesenbachstrasse 1, D-85748 Garching, Germany|0|Pineda, Jaime Eduardo|Pineda, Jaime E.
USA|2018|Jet Propulsion Laboratory, California Institute of Technology, 4800 Oak Grove Drive, Pasadena, CA 91109, USA|0|Cady, Eric|Cady, Eric
USA|2016|Division of Physics, Math, and Astronomy, California Institute of Technology, Pasadena, CA 91125, USA;  Department of Astrophysical and Planetary Science, University of Colorado, Boulder, CO 80309, USA|0|Schlaerth, James A.|Schlaerth, James A.
non-USA|2018|Observatorio Astronómico Cerro Calán, Departamento de Astronomía, Universidad de Chile, Casilla 36-D, Santiago, Chile|0|Saez, Cristian|Saez, C.
USA|2015|Department of Physics and Astronomy, University of California, Riverside, 900 University Avenue, Riverside, CA 92521, USA;  Rebellion Photonics, 7547 South Freeway, Houston, TX 77021, USA|0|Mallery, Ryan Patrick|Mallery, Ryan
USA|2019|NASA Marshall Space Flight Center, Mail Code ST 13, Huntsville, AL, 35812, USA|0|Savage, Sabrina Leah|Savage, Sabrina L.
USA|2018|Cahill Center for Astronomy and Astrophysics, California Institute of Technology, MS 249-17, Pasadena, CA 91125, USA;  Division of Science, New York University Abu Dhabi, P.O. Box 129188, Abu Dhabi, UAE|0|Bogosavljevic, Milan|Bogosavljevic, Milan
USA|2019|Department of Astronomy, University of California, 501 Campbell Hall, Berkeley, CA 94720-3411, USA|0|Myers, Michael James|Myers, M.
USA|2017|Cornell University, Cornell, New York, USA|0|Bussmann, Robert Shane|Bussmann, R. S.
USA|2019|High Energy Astrophysics Institute and Department of Physics and Astronomy, University of Utah, Salt Lake City, UT, USA|0|Stroman, Thomas Alan|Stroman, T. A.
USA|2019|SETI Institute, Mountain View, CA 94043, USA|0|Busch, Michael W.|Busch, Michael W.
non-USA|2019|Department of Physics, Lancaster University, Lancaster LA1 4YB, United Kingdom and Beecroft Institute of Particle Astrophysics and Cosmology, Department of Physics, University of Oxford, Denys Wilkinson Building, 1 Keble Road, Oxford OX1 3RH, United Kingdom|0|Sloan, David|Sloan, David
USA|2019|Goddard Space Flight Center, 8800 Greenbelt Road, Greenbelt, MD 20706, USA|0|Viall, Nicholeen Mary|Viall, Nicholeen M.
