 n |  name |  university |  phd_year |  gender |  fa_n_pubs_pre_phd |  fa_n_pubs_prost_phd |  fa_year_last |  all_n_pubs_pre_phd |  all_n_pubs_prost_phd |  all_year_last |  fa_1993 |  fa_1994 |  fa_1995 |  fa_1996 |  fa_1997 |  fa_1998 |  fa_1999 |  fa_2000 |  fa_2001 |  fa_2002 |  fa_2003 |  fa_2004 |  fa_2005 |  fa_2006 |  fa_2007 |  fa_2008 |  fa_2009 |  fa_2010 |  fa_2011 |  fa_2012 |  fa_2013 |  fa_2014 |  fa_2015 |  fa_2016 |  all_1993 |  all_1994 |  all_1995 |  all_1996 |  all_1997 |  all_1998 |  all_1999 |  all_2000 |  all_2001 |  all_2002 |  all_2003 |  all_2004 |  all_2005 |  all_2006 |  all_2007 |  all_2008 |  all_2009 |  all_2010 |  all_2011 |  all_2012 |  all_2013 |  all_2014 |  all_2015 |  all_2016 | foo
 206 | Holz, Daniel Erwin | THE UNIVERSITY OF CHICAGO | 1998 | male | 4 | 8 | 2012 | 5 | 109 | 2017 | 0 | 0 | 0 | 1 | 0 | 3 | 2 | 0 | 2 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 3 | 4 | 1 | 4 | 4 | 2 | 3 | 2 | 4 | 6 | 5 | 3 | 5 | 2 | 5 | 7 | 2 | 3 | 34 |
 207 | Linton, Mark George | UNIVERSITY OF CALIFORNIA, BERKELEY | 1998 | male | 3 | 11 | 2009 | 5 | 40 | 2017 | 0 | 0 | 0 | 1 | 0 | 2 | 1 | 0 | 2 | 1 | 1 | 0 | 1 | 3 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 3 | 3 | 2 | 2 | 1 | 2 | 0 | 1 | 3 | 0 | 0 | 3 | 3 | 2 | 1 | 4 | 5 | 0 | 4 |
 214 | Bernstein, Rebecca Ann | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | female | 1 | 5 | 2007 | 2 | 68 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 3 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 4 | 0 | 2 | 1 | 6 | 5 | 1 | 2 | 2 | 3 | 3 | 5 | 2 | 9 | 14 |
 218 | Lyutikov, Maxim Y. | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | male | 6 | 67 | 2017 | 7 | 105 | 2017 | 0 | 1 | 0 | 0 | 0 | 5 | 5 | 3 | 2 | 2 | 5 | 2 | 3 | 6 | 3 | 2 | 2 | 6 | 6 | 5 | 5 | 1 | 1 | 4 | 0 | 2 | 0 | 0 | 0 | 5 | 5 | 3 | 4 | 3 | 6 | 2 | 3 | 6 | 5 | 4 | 2 | 8 | 12 | 13 | 6 | 4 | 6 | 8 |
 220 | Hughes, Scott Alexander | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | male | 3 | 26 | 2014 | 7 | 73 | 2016 | 0 | 1 | 0 | 0 | 0 | 2 | 0 | 3 | 4 | 3 | 5 | 0 | 4 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 2 | 4 | 2 | 3 | 4 | 7 | 5 | 5 | 7 | 3 | 3 | 4 | 4 | 8 | 3 | 1 | 4 | 7 | 0 | 3 |
 221 | Luhman, Kevin Lee | THE UNIVERSITY OF ARIZONA | 1998 | male | 8 | 54 | 2017 | 10 | 108 | 2017 | 0 | 0 | 0 | 1 | 2 | 5 | 2 | 2 | 1 | 1 | 2 | 6 | 7 | 4 | 5 | 3 | 2 | 4 | 1 | 4 | 1 | 5 | 0 | 2 | 0 | 0 | 0 | 1 | 3 | 6 | 3 | 3 | 2 | 4 | 3 | 8 | 11 | 9 | 8 | 8 | 7 | 8 | 6 | 5 | 5 | 9 | 2 | 5 |
 223 | Shang, Hsien Sienny | UNIVERSITY OF CALIFORNIA, BERKELEY | 1998 | male | 2 | 10 | 2010 | 7 | 57 | 2017 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 2 | 1 | 1 | 1 | 1 | 0 | 1 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 3 | 0 | 4 | 3 | 1 | 1 | 1 | 3 | 5 | 5 | 3 | 2 | 4 | 3 | 3 | 5 | 6 | 3 | 2 |
 226 | Ashford, Stephen Martin | UNIVERSITY OF CALIFORNIA, BERKELEY | 1998 | male | 2 | 0 | 1998 | 7 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 3 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 229 | Wang, Zhe-Hui | PRINCETON UNIVERSITY | 1998 | male | 3 | 16 | 2016 | 11 | 94 | 2016 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 2 | 0 | 2 | 4 | 1 | 2 | 2 | 2 | 3 | 0 | 2 | 0 | 17 | 3 | 1 | 2 | 7 | 5 | 4 | 3 | 8 | 2 | 6 | 3 | 12 | 6 | 3 | 6 | 6 |
 236 | Hoppa, Gregory Vincent | THE UNIVERSITY OF ARIZONA | 1998 | male | 1 | 6 | 2001 | 4 | 24 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 3 | 1 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 6 | 7 | 2 | 3 | 2 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 238 | Lipman, Everett Arthur | UNIVERSITY OF CALIFORNIA, BERKELEY | 1998 | male | 1 | 1 | 2000 | 4 | 3 | 2000 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 241 | Warren, John Kennedy | UNIVERSITY OF CALIFORNIA, BERKELEY | 1998 | male | 4 | 2 | 2010 | 9 | 9 | 2012 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 5 | 0 | 0 | 1 | 1 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 |
 246 | Lee, Wo-Lung | THE UNIVERSITY OF ARIZONA | 1998 | male | 1 | 2 | 2007 | 31 | 11 | 2016 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 6 | 1 | 7 | 0 | 16 | 1 | 2 | 2 | 3 | 1 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 |
 253 | Delabrouille, Jacques H. | THE UNIVERSITY OF CHICAGO | 1998 | male | 3 | 10 | 2013 | 4 | 192 | 2017 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 1 | 1 | 1 | 2 | 2 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 2 | 6 | 1 | 2 | 5 | 3 | 6 | 1 | 2 | 4 | 3 | 4 | 29 | 3 | 18 | 37 | 15 | 49 |
 254 | Kepner, Jeremy Victor | PRINCETON UNIVERSITY | 1998 | male | 4 | 3 | 1999 | 5 | 5 | 2002 | 1 | 0 | 0 | 0 | 2 | 1 | 3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 2 | 1 | 3 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 257 | Cawley, Laura Joan | THE PENNSYLVANIA STATE UNIVERSITY | 1998 | female | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 258 | Nayakshin, Sergei Victor | THE UNIVERSITY OF ARIZONA | 1998 | male | 4 | 49 | 2017 | 5 | 91 | 2017 | 0 | 0 | 0 | 0 | 2 | 2 | 0 | 4 | 5 | 1 | 1 | 2 | 4 | 2 | 4 | 0 | 2 | 3 | 4 | 5 | 3 | 3 | 4 | 1 | 0 | 0 | 0 | 1 | 2 | 2 | 0 | 4 | 9 | 1 | 3 | 2 | 5 | 6 | 6 | 1 | 5 | 5 | 10 | 10 | 8 | 6 | 6 | 3 |
 259 | Leitch, Erik M. | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | male | 3 | 5 | 2013 | 5 | 138 | 2016 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 1 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 2 | 1 | 2 | 1 | 5 | 3 | 2 | 1 | 0 | 1 | 3 | 9 | 17 | 13 | 15 | 17 | 14 | 25 | 9 |
 261 | Pahre, Michael Andrew | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | male | 8 | 5 | 2004 | 19 | 37 | 2012 | 0 | 1 | 2 | 1 | 0 | 4 | 2 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 4 | 3 | 5 | 6 | 6 | 2 | 3 | 0 | 1 | 9 | 1 | 7 | 3 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 |
 262 | Cyr, Kimberly Ellen | THE UNIVERSITY OF ARIZONA | 1998 | female | 3 | 1 | 1999 | 3 | 2 | 2000 | 1 | 0 | 0 | 0 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 2 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 267 | Mills, Franklin Perry | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | male | 2 | 5 | 2007 | 4 | 20 | 2017 | 0 | 1 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 1 | 0 | 1 | 2 | 1 | 0 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 4 | 2 | 0 | 2 | 0 | 0 | 2 | 0 |
 268 | Hunsberger, Sally D. | THE PENNSYLVANIA STATE UNIVERSITY | 1998 | female | 3 | 0 | 1998 | 3 | 21 | 2011 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 1 | 1 | 1 | 1 | 4 | 4 | 4 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 0 | 0 |
 271 | Tsitas, Steven Ronald | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | male | 2 | 0 | 1998 | 2 | 0 | 1998 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 272 | Weinberger, Alycia J. | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | female | 1 | 13 | 2016 | 9 | 82 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 2 | 0 | 1 | 1 | 0 | 1 | 3 | 1 | 2 | 2 | 4 | 3 | 2 | 4 | 3 | 2 | 6 | 3 | 2 | 7 | 3 | 2 | 3 | 5 | 5 | 7 | 10 | 9 |
 275 | Williams, Daniel Leroy | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | male | 3 | 2 | 2013 | 4 | 36 | 2017 | 0 | 0 | 1 | 0 | 0 | 2 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 2 | 0 | 0 | 0 | 1 | 0 | 2 | 3 | 15 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 1 | 0 | 2 |
 277 | Wachter, Stefanie | UNIVERSITY OF WASHINGTON | 1998 | female | 6 | 9 | 2011 | 12 | 75 | 2017 | 0 | 0 | 0 | 1 | 2 | 3 | 0 | 1 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 3 | 3 | 4 | 2 | 1 | 2 | 5 | 3 | 10 | 3 | 5 | 9 | 3 | 4 | 11 | 7 | 5 | 1 | 3 | 0 | 0 |
 278 | Yang, Tom | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1998 | male | 5 | 7 | 2016 | 37 | 33 | 2016 | 1 | 0 | 0 | 2 | 0 | 2 | 1 | 1 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 12 | 5 | 10 | 3 | 4 | 3 | 3 | 3 | 1 | 1 | 3 | 0 | 1 | 1 | 2 | 2 | 5 | 1 | 2 | 3 | 0 | 3 | 1 | 1 |
 282 | Dave, Romeel S. | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1998 | male | 2 | 0 | 1998 | 3 | 14 | 2010 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 2 | 1 | 0 | 0 | 0 | 2 | 0 | 0 | 2 | 0 | 2 | 4 | 3 | 0 | 0 | 0 | 0 | 0 | 0 |
 284 | Fischer, Debra Ann | UNIVERSITY OF CALIFORNIA, SANTA CRUZ | 1998 | female | 3 | 20 | 2016 | 10 | 265 | 2017 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 1 | 2 | 2 | 0 | 2 | 1 | 1 | 2 | 1 | 0 | 0 | 3 | 1 | 2 | 0 | 1 | 0 | 0 | 0 | 3 | 3 | 4 | 5 | 6 | 4 | 9 | 7 | 3 | 13 | 15 | 16 | 14 | 15 | 22 | 24 | 22 | 24 | 17 | 22 | 21 |
 286 | Hammergren, Mark | UNIVERSITY OF WASHINGTON | 1998 | male | 1 | 0 | 1998 | 5 | 3 | 2012 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 |
 289 | Majmudar, Deepa Paresh | COLUMBIA UNIVERSITY | 1998 | female | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 290 | Ge, Jian | THE UNIVERSITY OF ARIZONA | 1998 | male | 4 | 10 | 2016 | 9 | 123 | 2017 | 0 | 0 | 0 | 0 | 3 | 1 | 0 | 0 | 1 | 3 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 2 | 1 | 1 | 2 | 1 | 3 | 1 | 0 | 0 | 2 | 5 | 2 | 9 | 2 | 3 | 2 | 4 | 4 | 9 | 9 | 10 | 15 | 11 | 15 | 14 |
 293 | Ogle, Patrick Michael | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | male | 2 | 13 | 2016 | 7 | 69 | 2017 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 1 | 1 | 1 | 2 | 1 | 0 | 0 | 1 | 1 | 1 | 0 | 1 | 0 | 1 | 0 | 0 | 2 | 1 | 2 | 2 | 2 | 2 | 2 | 0 | 2 | 3 | 2 | 3 | 5 | 3 | 5 | 8 | 1 | 6 | 7 | 6 | 7 | 3 |
 294 | Vasavada, Ashwin R. | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | male | 3 | 9 | 2017 | 8 | 86 | 2017 | 1 | 0 | 0 | 0 | 0 | 2 | 2 | 1 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 6 | 6 | 4 | 0 | 1 | 1 | 2 | 5 | 6 | 1 | 2 | 1 | 6 | 4 | 6 | 10 | 14 | 4 | 6 |
 296 | Yen, Albert Shih-Yueh | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | male | 1 | 0 | 1998 | 1 | 49 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 1 | 8 | 6 | 9 | 3 | 6 | 1 | 0 | 0 | 1 | 7 | 5 | 1 | 0 |
 297 | Zapata Ramirez, Jose Antonio | THE PENNSYLVANIA STATE UNIVERSITY | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 299 | Barth, Aaron Jordan | UNIVERSITY OF CALIFORNIA, BERKELEY | 1998 | male | 6 | 27 | 2016 | 20 | 117 | 2017 | 0 | 0 | 1 | 2 | 1 | 2 | 3 | 1 | 2 | 2 | 3 | 2 | 1 | 0 | 2 | 2 | 1 | 0 | 2 | 0 | 1 | 1 | 1 | 3 | 0 | 1 | 4 | 7 | 4 | 4 | 6 | 5 | 4 | 6 | 6 | 4 | 2 | 5 | 5 | 11 | 6 | 6 | 8 | 6 | 6 | 6 | 9 | 7 |
 301 | Dawson, Douglas Duane | THE UNIVERSITY OF ARIZONA | 1998 | male | 1 | 0 | 1998 | 3 | 8 | 2009 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 2 | 4 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 303 | George, Jeffrey Spencer | UNIVERSITY OF WASHINGTON | 1998 | male | 1 | 4 | 2009 | 7 | 72 | 2017 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 5 | 5 | 1 | 14 | 0 | 5 | 0 | 3 | 2 | 0 | 1 | 1 | 1 | 0 | 0 | 2 | 0 | 0 | 27 |
 305 | Nelson, Andrew Frederick | THE UNIVERSITY OF ARIZONA | 1998 | male | 3 | 8 | 2016 | 3 | 22 | 2016 | 0 | 0 | 0 | 0 | 0 | 3 | 0 | 2 | 0 | 0 | 2 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 3 | 1 | 2 | 0 | 0 | 2 | 0 | 0 | 1 | 1 | 2 | 4 | 0 | 0 | 0 | 2 | 2 | 3 | 2 |
 309 | Sallmen, Shauna Michele | UNIVERSITY OF CALIFORNIA, BERKELEY | 1998 | female | 1 | 4 | 2015 | 2 | 16 | 2015 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 1 | 2 | 0 | 3 | 2 | 2 | 2 | 1 | 0 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 |
 310 | Tufts, Bruce Randall | THE UNIVERSITY OF ARIZONA | 1998 | male | 1 | 2 | 2000 | 4 | 17 | 2003 | 0 | 0 | 0 | 0 | 0 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 4 | 6 | 6 | 1 | 3 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 314 | Magee, Eric Parker | THE PENNSYLVANIA STATE UNIVERSITY | 1998 | male | 1 | 0 | 1998 | 1 | 0 | 1998 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 318 | Wrean, Patricia Rose | CALIFORNIA INSTITUTE OF TECHNOLOGY | 1998 | female | 2 | 1 | 2000 | 4 | 2 | 2000 | 0 | 1 | 0 | 0 | 0 | 1 | 0 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 2 | 0 | 0 | 1 | 1 | 1 | 1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 |
 325 | Chung, Daniel Jun Hun | THE UNIVERSITY OF CHICAGO | 1998 | male | 4 | 29 | 2017 | 4 | 38 | 2017 | 0 | 0 | 0 | 0 | 1 | 3 | 2 | 3 | 2 | 0 | 2 | 0 | 1 | 2 | 2 | 0 | 2 | 3 | 2 | 1 | 3 | 0 | 2 | 1 | 0 | 0 | 0 | 0 | 1 | 3 | 3 | 3 | 3 | 0 | 2 | 0 | 1 | 4 | 4 | 1 | 2 | 3 | 2 | 3 | 3 | 0 | 2 | 1 |
